,Month,Day,Year,Artist,Tour,Venue
0,Sep,17,2009,Five Star Prison Cell,,"Next, Melbourne, Australia"
0,Sep,17,2009,Ash Grunwald,,"Ferntree Gully Hotel, Melbourne, Australia"
0,Sep,17,2009,Rose Tattoo,,"Hallam Hotel, Melbourne, Australia"
0,Sep,17,2009,Spinderella,,"Ding Dong Lounge, Melbourne, Australia"
0,Sep,16,2009,Beyoncé,I Am... World Tour,"Rod Laver Arena, Melbourne, Australia"
0,Sep,16,2009,Sarah Blasko,,"The Abbotsford Convent, Melbourne, Australia"
0,Sep,16,2009,Blue King Brown,,"Federation Square, Melbourne, Australia"
0,Sep,16,2009,The Cat Empire,So Many Nights,"Federation Square, Melbourne, Australia"
0,Sep,16,2009,Flo Rida,,"Rod Laver Arena, Melbourne, Australia"
0,Sep,16,2009,Grinspoon,Takes One,"Corner Hotel, Melbourne, Australia"
0,Sep,16,2009,Jimeoin,,"Federation Square, Melbourne, Australia"
0,Sep,16,2009,Kisschasy,,"Federation Square, Melbourne, Australia"
0,Sep,16,2009,Jessica Mauboy,,"Rod Laver Arena, Melbourne, Australia"
0,Sep,16,2009,Mat McHugh,,"Federation Square, Melbourne, Australia"
0,Sep,16,2009,Rose Tattoo,,"The Prince of Wales, Melbourne, Australia"
0,Sep,15,2009,Beyoncé,I Am... World Tour,"Rod Laver Arena, Melbourne, Australia"
0,Sep,15,2009,Cannibal Corpse,Evisceration Plague,"Billboard The Venue, Melbourne, Australia"
0,Sep,15,2009,Flo Rida,,"Rod Laver Arena, Melbourne, Australia"
0,Sep,15,2009,Jessica Mauboy,,"Rod Laver Arena, Melbourne, Australia"
0,Sep,13,2009,The Bronx,Champion Tour,"Billboard The Venue, Melbourne, Australia"
0,Sep,13,2009,Paul Dempsey,& Band - Everything Is True Tour,"Corner Hotel, Melbourne, Australia"
0,Sep,13,2009,Mariachi El Bronx,,"Billboard The Venue, Melbourne, Australia"
0,Sep,13,2009,Ouch My Face,,"Billboard The Venue, Melbourne, Australia"
0,Sep,13,2009,The Miracle Is Now,There Is No You in Me Tour,"fist2face, Melbourne, Australia"
0,Sep,12,2009,Bellusira,,"East Brunswick Club Hotel, Melbourne, Australia"
0,Sep,12,2009,Paul Dempsey,& Band - Everything Is True Tour,"Corner Hotel, Melbourne, Australia"
0,Sep,12,2009,Hungry Kids of Hungary,,"The Commercial Hotel, Melbourne, Australia"
0,Sep,12,2009,Little Birdy,2009 Theatre Tour,"The Commercial Hotel, Melbourne, Australia"
0,Sep,12,2009,Silvie Paladino,,"Rochford Winery, Coldstream, Australia"
0,Sep,12,2009,Pink Reason,,"John Curtin Hotel, Melbourne, Australia"
0,Sep,12,2009,Suzi Quatro,The Wild One Returns,"Palais Theatre, Melbourne, Australia"
0,Sep,12,2009,Red Riders,,"The Commercial Hotel, Melbourne, Australia"
0,Sep,12,2009,Relient K,Australia Tour 2009,"Hisense Arena, Melbourne, Australia"
0,Sep,12,2009,Tex Perkins & The Tennessee Four,The Man in Black: The Johnny Cash Story,"The Athenaeum Theatre, Melbourne, Australia"
0,Sep,12,2009,The Miracle Is Now,There Is No You in Me Tour,"Bang Nightclub, Melbourne, Australia"
0,Sep,11,2009,Audion,,"Brown Alley, Melbourne, Australia"
0,Sep,11,2009,Jimmy Barnes,,"Palais Theatre, Melbourne, Australia"
0,Sep,11,2009,Ferry Corsten,,"Palace Theatre, Melbourne, Australia"
0,Sep,11,2009,Dead Letter Circus,The Space on the Wall Tour,"Corner Hotel, Melbourne, Australia"
0,Sep,11,2009,GZA/Genius,Liquid Swords Tour,"Prince Bandroom, Melbourne, Australia"
0,Sep,11,2009,Hungry Kids of Hungary,,"Forum Theatre, Melbourne, Australia"
0,Sep,11,2009,The Kill,,"The Arthouse, Melbourne, Australia"
0,Sep,11,2009,Little Birdy,2009 Theatre Tour,"Forum Theatre, Melbourne, Australia"
0,Sep,11,2009,Love of Diagrams,,"Northcote Social Club, Melbourne, Australia"
0,Sep,11,2009,Giuseppe Ottaviani,,"Palace Theatre, Melbourne, Australia"
0,Sep,11,2009,Pink Reason,,"Birmingham Hotel, Melbourne, Australia"
0,Sep,11,2009,Raised Fist,,"Billboard The Venue, Melbourne, Australia"
0,Sep,11,2009,Red Riders,,"Forum Theatre, Melbourne, Australia"
0,Sep,11,2009,Tex Perkins & The Tennessee Four,The Man in Black: The Johnny Cash Story,"The Athenaeum Theatre, Melbourne, Australia"
0,Sep,10,2009,The Cat Empire,So Many Nights,"The Prince of Wales, Melbourne, Australia"
0,Sep,10,2009,Dollsquad,,"Yah Yah's, Melbourne, Australia"
0,Sep,10,2009,Hotel Wrecking City Traders,,"Bar Open, Melbourne, Australia"
0,Sep,10,2009,Steve Kilbey & Martin Kennedy,,"The Toff in Town, Melbourne, Australia"
0,Sep,10,2009,The Pancakes,,"The Empress Hotel, Melbourne, Australia"
0,Sep,10,2009,Tex Perkins & The Tennessee Four,The Man in Black: The Johnny Cash Story,"The Athenaeum Theatre, Melbourne, Australia"
0,Sep,9,2009,"Does It Offend You, Yeah?",,"Billboard The Venue, Melbourne, Australia"
0,Sep,9,2009,The Motifs,,"The Empress Hotel, Melbourne, Australia"
0,Sep,9,2009,Tex Perkins & The Tennessee Four,The Man in Black: The Johnny Cash Story,"The Athenaeum Theatre, Melbourne, Australia"
0,Sep,8,2009,Children Collide,Chosen Armies Tour,"Corner Hotel, Melbourne, Australia"
0,Sep,8,2009,Monster Magnet,,"Billboard The Venue, Melbourne, Australia"
0,Sep,7,2009,Lisa Mitchell,,"Corner Hotel, Melbourne, Australia"
0,Sep,6,2009,Psychedelic Horseshit,,"The Empress Hotel, Melbourne, Australia"
0,Sep,6,2009,Tex Perkins & The Tennessee Four,The Man in Black: The Johnny Cash Story,"The Athenaeum Theatre, Melbourne, Australia"
0,Sep,5,2009,Absoluten Calfeutrail,,"Loophole, Melbourne, Australia"
0,Sep,5,2009,Ooga Boogas,,"Corner Hotel, Melbourne, Australia"
0,Sep,5,2009,Decoder Ring,,"The Hi-Fi, Melbourne, Australia"
0,Sep,5,2009,Dick Diver,,"Corner Hotel, Melbourne, Australia"
0,Sep,5,2009,Goodnight Loving,,"Corner Hotel, Melbourne, Australia"
0,Sep,5,2009,James Arthur's Manhunt,,"Corner Hotel, Melbourne, Australia"
0,Sep,5,2009,Ben Lee,,"Palais Theatre, Melbourne, Australia"
0,Sep,5,2009,Aimee Mann,,"Palais Theatre, Melbourne, Australia"
0,Sep,5,2009,Shannon Noll,In the Raw: In Conversation & Acoustic Tour,"The Palms at Crown, Melbourne, Australia"
0,Sep,5,2009,Pink Reason,,"Corner Hotel, Melbourne, Australia"
0,Sep,5,2009,The Red Shore,,"Evelyn Hotel, Melbourne, Australia"
0,Sep,5,2009,Slug Guts,,"Corner Hotel, Melbourne, Australia"
0,Sep,5,2009,Tex Perkins & The Tennessee Four,The Man in Black: The Johnny Cash Story,"The Athenaeum Theatre, Melbourne, Australia"
0,Sep,5,2009,The Disbelievers,,"Corner Hotel, Melbourne, Australia"
0,Sep,5,2009,The Native Cats,,"Corner Hotel, Melbourne, Australia"
0,Sep,5,2009,Lucie Thorne,,"3RRR 102.7FM, Melbourne, Australia"
0,Sep,4,2009,Be'lakor,,"The Arthouse, Melbourne, Australia"
0,Sep,4,2009,Children Collide,Chosen Armies Tour,"Corner Hotel, Melbourne, Australia"
0,Sep,4,2009,Shannon Noll,In the Raw: In Conversation & Acoustic Tour,"The Palms at Crown, Melbourne, Australia"
0,Sep,4,2009,Tex Perkins & The Tennessee Four,The Man in Black: The Johnny Cash Story,"The Athenaeum Theatre, Melbourne, Australia"
0,Sep,3,2009,360,,"Ruby's Lounge, Melbourne, Australia"
0,Sep,3,2009,Hailey Cramer,,"Ruby's Lounge, Melbourne, Australia"
0,Sep,3,2009,Ben Folds,,"Palais Theatre, Melbourne, Australia"
0,Sep,3,2009,Jaguar Spring,,"Birmingham Hotel, Melbourne, Australia"
0,Sep,3,2009,Sal Kimber,,"The Toff in Town, Melbourne, Australia"
0,Sep,3,2009,Lisa Mitchell,,"Corner Hotel, Melbourne, Australia"
0,Sep,3,2009,Pez,A Mind of My Own Tour,"Ruby's Lounge, Melbourne, Australia"
0,Sep,3,2009,Seth Sentry,,"Ruby's Lounge, Melbourne, Australia"
0,Sep,3,2009,Tex Perkins & The Tennessee Four,The Man in Black: The Johnny Cash Story,"The Athenaeum Theatre, Melbourne, Australia"
0,Sep,3,2009,Lucie Thorne,Black Across the Field,"The Toff in Town, Melbourne, Australia"
0,Sep,3,2009,The Townhouses,,"Birmingham Hotel, Melbourne, Australia"
0,Sep,2,2009,Lisa Mitchell,'Wonder' Album Launch,"Corner Hotel, Melbourne, Australia"
0,Sep,2,2009,The Motifs,,"The Empress Hotel, Melbourne, Australia"
0,Sep,2,2009,Tex Perkins & The Tennessee Four,The Man in Black: The Johnny Cash Story,"The Athenaeum Theatre, Melbourne, Australia"
0,Sep,2,2009,Gin Wigmore,,"The Toff in Town, Melbourne, Australia"
0,Aug,31,2009,Tex Perkins & The Tennessee Four,The Man in Black: The Johnny Cash Story,"Port Phillip Prison, Melbourne, Australia"
0,Aug,31,2009,Weddings Parties Anything,,"ABC Southbank Centre, Melbourne, Australia"
0,Aug,30,2009,James Black,,"Thornbury Theatre, Melbourne, Australia"
0,Aug,30,2009,Stephen Cummings,,"The Toff in Town, Melbourne, Australia"
0,Aug,30,2009,Mark Ferrie,,"Thornbury Theatre, Melbourne, Australia"
0,Aug,30,2009,Mick Harvey,,"Thornbury Theatre, Melbourne, Australia"
0,Aug,30,2009,Laura Jean,,"Thornbury Theatre, Melbourne, Australia"
0,Aug,30,2009,Dan Kelly,,"Thornbury Theatre, Melbourne, Australia"
0,Aug,30,2009,Jae Laffer,,"Thornbury Theatre, Melbourne, Australia"
0,Aug,30,2009,Lilith Lane,,"Thornbury Theatre, Melbourne, Australia"
0,Aug,30,2009,Gareth Liddiard,,"Thornbury Theatre, Melbourne, Australia"
0,Aug,30,2009,Peter Luscombe,,"Thornbury Theatre, Melbourne, Australia"
0,Aug,30,2009,"Ian ""Quincy"" McLean",,"Thornbury Theatre, Melbourne, Australia"
0,Aug,30,2009,Brian Nankervis,,"Thornbury Theatre, Melbourne, Australia"
0,Aug,30,2009,Ashley Naylor,,"Thornbury Theatre, Melbourne, Australia"
0,Aug,30,2009,Queensrÿche,American Soldier Tour,"Billboard The Venue, Melbourne, Australia"
0,Aug,30,2009,Glenn Richards,,"Thornbury Theatre, Melbourne, Australia"
0,Aug,30,2009,Tim Rogers,,"Thornbury Theatre, Melbourne, Australia"
0,Aug,30,2009,Rob Snarski,,"Thornbury Theatre, Melbourne, Australia"
0,Aug,30,2009,The Spoils,,"Thornbury Theatre, Melbourne, Australia"
0,Aug,30,2009,Vika and Linda Bull,,"Thornbury Theatre, Melbourne, Australia"
0,Aug,30,2009,Megan Washington,,"Thornbury Theatre, Melbourne, Australia"
0,Aug,29,2009,Augie March,,"Forum Theatre, Melbourne, Australia"
0,Aug,29,2009,Black Cab,,"The Esplanade Hotel, Melbourne, Australia"
0,Aug,29,2009,Stephen Cummings,,"Moorabbin Town Hall, Melbourne, Australia"
0,Aug,29,2009,Hotel Wrecking City Traders,,"Barricade Books & Infoshop, Melbourne, Australia"
0,Aug,29,2009,The Lucksmiths,,"Corner Hotel, Melbourne, Australia"
0,Aug,29,2009,Craig Owens,,"The Hi-Fi, Melbourne, Australia"
0,Aug,29,2009,Roymackonkey,,"Federation Square, Melbourne, Australia"
0,Aug,28,2009,360,,"Prince Bandroom, Melbourne, Australia"
0,Aug,28,2009,Alice Cooper,Theatre of Death,"Palais Theatre, Melbourne, Australia"
0,Aug,28,2009,Hailey Cramer,,"Prince Bandroom, Melbourne, Australia"
0,Aug,28,2009,Dukes of Windsor,,"Corner Hotel, Melbourne, Australia"
0,Aug,28,2009,The Lucksmiths,,"Thornbury Theatre, Melbourne, Australia"
0,Aug,28,2009,Pez,A Mind of My Own Tour,"Prince Bandroom, Melbourne, Australia"
0,Aug,28,2009,Seth Sentry,,"Prince Bandroom, Melbourne, Australia"
0,Aug,27,2009,Alice Cooper,Theatre of Death,"Palais Theatre, Melbourne, Australia"
0,Aug,27,2009,Atlantic,,"Revolver Upstairs, Melbourne, Australia"
0,Aug,27,2009,Kate Ceberano,,"The Palms at Crown, Melbourne, Australia"
0,Aug,27,2009,Dukes of Windsor,,"Ferntree Gully Hotel, Melbourne, Australia"
0,Aug,27,2009,Handsome Furs,,"Corner Hotel, Melbourne, Australia"
0,Aug,27,2009,NOFX,,"Palace Theatre, Melbourne, Australia"
0,Aug,26,2009,The Lucksmiths,,"Corner Hotel, Melbourne, Australia"
0,Aug,25,2009,The Academy Is…,Fast Times at Barrington High,"Billboard The Venue, Melbourne, Australia"
0,Aug,25,2009,Anberlin,Australia Tour 2009,"Billboard The Venue, Melbourne, Australia"
0,Aug,25,2009,The Cat Empire,So Many Nights,"Melbourne Town Hall, Melbourne, Australia"
0,Aug,25,2009,Newton Faulkner,2009 Australian Tour,"East Brunswick Club Hotel, Melbourne, Australia"
0,Aug,25,2009,Paul Kelly,,"Melbourne Town Hall, Melbourne, Australia"
0,Aug,24,2009,Anberlin,,"Billboard The Venue, Melbourne, Australia"
0,Aug,24,2009,Paul Kelly,,"BMW Edge Theatre, Melbourne, Australia"
0,Aug,23,2009,The Audreys,,"Corner Hotel, Melbourne, Australia"
0,Aug,22,2009,The All‐American Rejects,,"Palais Theatre, Melbourne, Australia"
0,Aug,22,2009,Architects,The DVD Tour,"Kingston City Hall, Melbourne, Australia"
0,Aug,22,2009,The Audreys,,"Northcote Social Club, Melbourne, Australia"
0,Aug,22,2009,The Crayon Fields,,"The Toff in Town, Melbourne, Australia"
0,Aug,22,2009,Stephen Cummings,,"Butterfly Club, Melbourne, Australia"
0,Aug,22,2009,Dick Diver,,"The Toff in Town, Melbourne, Australia"
0,Aug,22,2009,Hoobastank,,"Palais Theatre, Melbourne, Australia"
0,Aug,22,2009,Magic Dirt,,"Corner Hotel, Melbourne, Australia"
0,Aug,22,2009,The Martians,,"The Esplanade Hotel, Melbourne, Australia"
0,Aug,22,2009,Parkway Drive,The DVD Tour,"Kingston City Hall, Melbourne, Australia"
0,Aug,22,2009,The Ox and The Fury,,"The Esplanade Hotel, Melbourne, Australia"
0,Aug,21,2009,Architects,The DVD Tour,"Palace Theatre, Melbourne, Australia"
0,Aug,21,2009,August Burns Red,,"Palace Theatre, Melbourne, Australia"
0,Aug,21,2009,Bertie Blackman,,"The Hi-Fi, Melbourne, Australia"
0,Aug,21,2009,Bluejuice,,"The Esplanade Hotel, Melbourne, Australia"
0,Aug,21,2009,Stephen Cummings,,"Butterfly Club, Melbourne, Australia"
0,Aug,21,2009,Eddy Current Suppression Ring,,"Prince Bandroom, Melbourne, Australia"
0,Aug,21,2009,Grafton Primary,,"Corner Hotel, Melbourne, Australia"
0,Aug,21,2009,I Heart Hiroshima,,"East Brunswick Club Hotel, Melbourne, Australia"
0,Aug,21,2009,Parkway Drive,The DVD Tour,"Palace Theatre, Melbourne, Australia"
0,Aug,21,2009,Pseudo Echo,,"Ferntree Gully Hotel, Melbourne, Australia"
0,Aug,20,2009,Stephen Cummings,,"Butterfly Club, Melbourne, Australia"
0,Aug,20,2009,Eddy Current Suppression Ring,,"Prince Bandroom, Melbourne, Australia"
0,Aug,20,2009,The Exotics,,"Prince Bandroom, Melbourne, Australia"
0,Aug,20,2009,P!nk,Funhouse,"Rod Laver Arena, Melbourne, Australia"
0,Aug,20,2009,The UV Race,,"Prince Bandroom, Melbourne, Australia"
0,Aug,19,2009,P!nk,Funhouse,"Rod Laver Arena, Melbourne, Australia"
0,Aug,16,2009,Beaches,,"The Toff in Town, Melbourne, Australia"
0,Aug,16,2009,Fabulous Diamonds,,"The Toff in Town, Melbourne, Australia"
0,Aug,16,2009,David Franzke,,"The Toff in Town, Melbourne, Australia"
0,Aug,16,2009,German Shepherd,,"The Toff in Town, Melbourne, Australia"
0,Aug,16,2009,Steve Kilbey,,"Corner Hotel, Melbourne, Australia"
0,Aug,16,2009,Ed Kowalczyk,,"Forum Theatre, Melbourne, Australia"
0,Aug,16,2009,Pixie Lott,,"Dancing With the Stars, Melbourne, Australia"
0,Aug,16,2009,Melbourne Ukulele Kollective,,"The Toff in Town, Melbourne, Australia"
0,Aug,16,2009,Olympic Doughnuts,,"The Toff in Town, Melbourne, Australia"
0,Aug,16,2009,Francis Plagne,,"The Toff in Town, Melbourne, Australia"
0,Aug,16,2009,Sophie Brous,,"The Toff in Town, Melbourne, Australia"
0,Aug,16,2009,Super Wild Horses,,"The Toff in Town, Melbourne, Australia"
0,Aug,16,2009,TTT,,"The Toff in Town, Melbourne, Australia"
0,Aug,16,2009,Teeth & Tongue,,"The Toff in Town, Melbourne, Australia"
0,Aug,16,2009,The Broadside Push,,"The Toff in Town, Melbourne, Australia"
0,Aug,16,2009,Henry Wagons,,"The Toff in Town, Melbourne, Australia"
0,Aug,16,2009,Zond,,"The Toff in Town, Melbourne, Australia"
0,Aug,16,2009,rogerthat,,"Pelly Bar, Pier Hotel, Melbourne, Australia"
0,Aug,15,2009,The Angels,The Angels by Request,"Ferntree Gully Hotel, Melbourne, Australia"
0,Aug,15,2009,Dappled Cities,,"Corner Hotel, Melbourne, Australia"
0,Aug,15,2009,Five Finger Death Punch,Shock and Raw Tour,"The Hi-Fi, Melbourne, Australia"
0,Aug,15,2009,Jericco,,"Evelyn Hotel, Melbourne, Australia"
0,Aug,15,2009,Ed Kowalczyk,,"Forum Theatre, Melbourne, Australia"
0,Aug,15,2009,Lucie Thorne,,"Joy 94.9, Melbourne, Australia"
0,Aug,14,2009,The Angels,The Angels by Request,"Shoppingtown Hotel, Melbourne, Australia"
0,Aug,14,2009,Martin Martini and The Bone Palace Orchestra,,"Corner Hotel, Melbourne, Australia"
0,Aug,14,2009,Katy Perry,Hello Katy Tour,"Forum Theatre, Melbourne, Australia"
0,Aug,14,2009,P!nk,Funhouse,"Rod Laver Arena, Melbourne, Australia"
0,Aug,14,2009,Mark Seymour,,"Oakleigh Bowling Club, Melbourne, Australia"
0,Aug,14,2009,Ross Wilson,,"Palais Theatre, Melbourne, Australia"
0,Aug,14,2009,rogerthat,,"The Esplanade Hotel, Melbourne, Australia"
0,Aug,13,2009,The Angels,The Angels by Request,"Chelsea Heights Hotel, Melbourne, Australia"
0,Aug,13,2009,For Today,,"Next, Melbourne, Australia"
0,Aug,13,2009,P!nk,Funhouse,"Rod Laver Arena, Melbourne, Australia"
0,Aug,13,2009,Mark Seymour,,"Shed 14, Docklands, Melbourne, Australia"
0,Aug,12,2009,Patinka Cha Cha,,"Bar Open, Melbourne, Australia"
0,Aug,8,2009,Art vs Science,Eiffel Tour,"The Toff in Town, Melbourne, Australia"
0,Aug,8,2009,The New Christs,,"The Tote Hotel, Melbourne, Australia"
0,Aug,8,2009,Tex Perkins & The Tennessee Four,The Man in Black: The Johnny Cash Story,"Karralyka Theatre, Melbourne, Australia"
0,Aug,8,2009,The Whitlams,,"Corner Hotel, Melbourne, Australia"
0,Aug,7,2009,Art vs Science,Eiffel Tour,"East Brunswick Club Hotel, Melbourne, Australia"
0,Aug,7,2009,The Bats,,"Northcote Social Club, Melbourne, Australia"
0,Aug,7,2009,The Crayon Fields,,"Northcote Social Club, Melbourne, Australia"
0,Aug,7,2009,Eskimo Joe,Inshalla Tour,"Palace Theatre, Melbourne, Australia"
0,Aug,7,2009,The Game,,"Festival Hall, Melbourne, Australia"
0,Aug,7,2009,Tex Perkins & The Tennessee Four,The Man in Black: The Johnny Cash Story,"Whitehorse Centre, Melbourne, Australia"
0,Aug,7,2009,Twerps,,"Northcote Social Club, Melbourne, Australia"
0,Aug,7,2009,The Whitlams,,"Corner Hotel, Melbourne, Australia"
0,Aug,6,2009,Oren Ambarchi,,"Corner Hotel, Melbourne, Australia"
0,Aug,6,2009,Dead Kings,,"Cat Food Press, Melbourne, Australia"
0,Aug,6,2009,Eskimo Joe,Inshalla Tour,"Palace Theatre, Melbourne, Australia"
0,Aug,6,2009,Faker,the JD set,"Prince Bandroom, Melbourne, Australia"
0,Aug,6,2009,Starting Sunday,The JD Set,"Prince Bandroom, Melbourne, Australia"
0,Aug,4,2009,M. Jack Bee,,"Northcote Social Club, Melbourne, Australia"
0,Aug,4,2009,"Chris Cheney, Phil Jamieson, Josh Pyke & Tim Rogers",The White Album Concert 2009,"Hamer Hall, The Arts Centre, Melbourne, Australia"
0,Aug,4,2009,David Lane,,"Northcote Social Club, Melbourne, Australia"
0,Aug,4,2009,Phoenix,Wolfgang Amadeus Phoenix,"Palace Theatre, Melbourne, Australia"
0,Aug,4,2009,Lucie Thorne,Black Across the Field,"Northcote Social Club, Melbourne, Australia"
0,Aug,3,2009,"Chris Cheney, Phil Jamieson, Josh Pyke & Tim Rogers",The White Album Concert 2009,"Hamer Hall, The Arts Centre, Melbourne, Australia"
0,Aug,3,2009,Phoenix,Wolfgang Amadeus Phoenix,"Palace Theatre, Melbourne, Australia"
0,Aug,2,2009,P!nk,Funhouse,"Rod Laver Arena, Melbourne, Australia"
0,Aug,1,2009,Agents of Abhorrence,,"Pony, Melbourne, Australia"
0,Aug,1,2009,Chris Cheney,,"Hamer Hall, The Arts Centre, Melbourne, Australia"
0,Aug,1,2009,"Chris Cheney, Phil Jamieson, Josh Pyke & Tim Rogers",The White Album Concert 2009,"Hamer Hall, The Arts Centre, Melbourne, Australia"
0,Aug,1,2009,Looking Glass,,"Northcote Social Club, Melbourne, Australia"
0,Aug,1,2009,P!nk,Funhouse,"Rod Laver Arena, Melbourne, Australia"
0,Aug,1,2009,Rook,,"Corner Hotel, Melbourne, Australia"
0,Aug,1,2009,Katy Steele,,"The Arts Centre, Melbourne, Australia"
0,Jul,31,2009,Jimmy Barnes,,"Palais Theatre, Melbourne, Australia"
0,Jul,31,2009,Eyefear,,"Corner Hotel, Melbourne, Australia"
0,Jul,31,2009,Hilltop Hoods,State Of The Art Tour,"Palace Theatre, Melbourne, Australia"
0,Jul,31,2009,Mammal,Fuel Your Brain,"Yah Yah's, Melbourne, Australia"
0,Jul,30,2009,Children Collide,,"Festival Hall, Melbourne, Australia"
0,Jul,30,2009,Dananananaykroyd,Hey Everyone!,"East Brunswick Club Hotel, Melbourne, Australia"
0,Jul,30,2009,P!nk,Funhouse,"Rod Laver Arena, Melbourne, Australia"
0,Jul,30,2009,The Specials,30th Anniversary Tour,"Palace Theatre, Melbourne, Australia"
0,Jul,30,2009,White Lies,To Lose My Life Tour,"The Hi-Fi, Melbourne, Australia"
0,Jul,29,2009,The Flaming Lips,2009 Summer Tour,"Festival Hall, Melbourne, Australia"
0,Jul,29,2009,Friendly Fires,,"Prince Bandroom, Melbourne, Australia"
0,Jul,29,2009,P!nk,Funhouse,"Rod Laver Arena, Melbourne, Australia"
0,Jul,28,2009,Dash & Will,,"Ding Dong Lounge, Melbourne, Australia"
0,Jul,28,2009,Doves,Kingdom Of Rust Tour,"Palace Theatre, Melbourne, Australia"
0,Jul,28,2009,Kisschasy,Seizures,"Ding Dong Lounge, Melbourne, Australia"
0,Jul,27,2009,Manchester Orchestra,Mean Everything to Nothing,"The Hi-Fi, Melbourne, Australia"
0,Jul,26,2009,Beaches,,"The Tote Hotel, Melbourne, Australia"
0,Jul,26,2009,The Little Stevies,,"Northcote Social Club, Melbourne, Australia"
0,Jul,25,2009,Because of Ghosts,,"John Curtin Hotel, Melbourne, Australia"
0,Jul,25,2009,Evermore,Truth Of The World: Welcome To The Show Tour,"The Hi-Fi, Melbourne, Australia"
0,Jul,25,2009,Hotel Wrecking City Traders,,"Pony, Melbourne, Australia"
0,Jul,25,2009,Skipping Girl Vinegar,,"Ruby's Lounge, Melbourne, Australia"
0,Jul,25,2009,The Spheres,,"John Curtin Hotel, Melbourne, Australia"
0,Jul,25,2009,Tex Perkins & The Tennessee Four,The Man in Black: The Johnny Cash Story,"The Clocktower Centre, Melbourne, Australia"
0,Jul,24,2009,After the Fall,,"Northcote Social Club, Melbourne, Australia"
0,Jul,24,2009,The Beards,,"The Tote Hotel, Melbourne, Australia"
0,Jul,24,2009,The Gutter Twins,An evening with Greg Dulli & Mark Lanegan,"The Athenaeum Theatre, Melbourne, Australia"
0,Jul,24,2009,The Herd,,"Prince Bandroom, Melbourne, Australia"
0,Jul,23,2009,Spartak,,"The Old Bar, Melbourne, Australia"
0,Jul,19,2009,Agents of Abhorrence,,"The Tote Hotel, Melbourne, Australia"
0,Jul,19,2009,The Butterfly Effect,Final Conversation,"The Commercial Hotel, Melbourne, Australia"
0,Jul,19,2009,Calling All Cars,,"The Commercial Hotel, Melbourne, Australia"
0,Jul,19,2009,Tim McMillan,,"Northcote Social Club, Melbourne, Australia"
0,Jul,18,2009,The Beards,,"East Brunswick Club Hotel, Melbourne, Australia"
0,Jul,18,2009,The Butterfly Effect,Final Conversation,"Forum Theatre, Melbourne, Australia"
0,Jul,18,2009,Dead Letter Circus,,"Forum Theatre, Melbourne, Australia"
0,Jul,18,2009,Hotel Wrecking City Traders,,"Tru Mould Warehouse, Melbourne, Australia"
0,Jul,18,2009,Rowland S. Howard,,"Ding Dong Lounge, Melbourne, Australia"
0,Jul,18,2009,La Dispute,Somewhere at the Bottom of the River Between Vega and Altair,"Irene's Warehouse, Melbourne, Australia"
0,Jul,18,2009,Mushroom Giant,,"Evelyn Hotel, Melbourne, Australia"
0,Jul,18,2009,Sydonia,Given to Destroyers,"Evelyn Hotel, Melbourne, Australia"
0,Jul,18,2009,Tex Perkins & The Tennessee Four,The Man in Black: The Johnny Cash Story,"Drum Theatre, Melbourne, Australia"
0,Jul,17,2009,A Death in the Family,,"East Brunswick Club Hotel, Melbourne, Australia"
0,Jul,16,2009,Akaname,,"The Tote Hotel, Melbourne, Australia"
0,Jul,16,2009,La Dispute,Somewhere at the Bottom of the River Between Vega and Altair,"Next, Melbourne, Australia"
0,Jul,16,2009,Don McGlashan,,"Northcote Social Club, Melbourne, Australia"
0,Jul,16,2009,To the North,,"Next, Melbourne, Australia"
0,Jul,15,2009,Mammal,Fuel Your Brain,"The Loft, Melbourne, Australia"
0,Jul,15,2009,P!nk,Funhouse,"Rod Laver Arena, Melbourne, Australia"
0,Jul,14,2009,P!nk,Funhouse,"Rod Laver Arena, Melbourne, Australia"
0,Jul,12,2009,The Amity Affliction,,"Corner Hotel, Melbourne, Australia"
0,Jul,12,2009,Break Even,,"Corner Hotel, Melbourne, Australia"
0,Jul,12,2009,Deez Nuts,Drunk and Disorderly Tour,"Corner Hotel, Melbourne, Australia"
0,Jul,12,2009,Louie Knuxx,Drunk and Disorderly Tour,"Corner Hotel, Melbourne, Australia"
0,Jul,12,2009,Something With Numbers,89 Freedom Street Tour,"Pier Hotel, Melbourne, Australia"
0,Jul,12,2009,Spider Goat Canyon,,"Bar Open, Melbourne, Australia"
0,Jul,11,2009,The Amity Affliction,Drunk and Disorderly Tour 2009,"Corner Hotel, Melbourne, Australia"
0,Jul,11,2009,The Boat People,,"The Tote Hotel, Melbourne, Australia"
0,Jul,11,2009,Break Even,,"Corner Hotel, Melbourne, Australia"
0,Jul,11,2009,Deez Nuts,Drunk and Disorderly Tour,"Corner Hotel, Melbourne, Australia"
0,Jul,11,2009,Heirs,,"The Old Bar, Melbourne, Australia"
0,Jul,11,2009,Hotel Wrecking City Traders,,"The Old Bar, Melbourne, Australia"
0,Jul,11,2009,Louie Knuxx,Drunk and Disorderly Tour,"Corner Hotel, Melbourne, Australia"
0,Jul,11,2009,Ligeia,,"Corner Hotel, Melbourne, Australia"
0,Jul,11,2009,Mammal,Fuel Your Brain,"Pelly Bar, Pier Hotel, Melbourne, Australia"
