address_prompt,location,point,latitude2,longitude2,altitude2
"Swan Valley Gallery, Perth, WA",,,,,
"Chanticleer Art Gallery, Mittagong, NSW",,,,,
"Gallery of Original Arts and Artifacts, Fremantle, WA",,,,,
"Aboriginal Traditional Art Gallery, Perth, WA",,,,,
"The Delmar Gallery, Ashfield, Sydney, NSW",,,,,
"Art Gallery of NSW, The Domain, Sydney, NSW",,,,,
"Defiance Gallery, Newtown, Sydney, NSW",,,,,
"Tweed River Art Gallery, Murwillumbah, NSW",,,,,
"Damien Minton Gallery, Redfern, Sydney, NSW",,,,,
"Mary Place Gallery, Paddington, Sydney, NSW",,,,,
"Flinders Street Gallery, Surry Hills, Sydney, NSW",,,,,
"Seymour Centre, Presented by Defiance Gallery, Newtown, Sydney, NSW",,,,,
"Ray Hughes Gallery, Surry Hills, Sydney, NSW",,,,,
"Bondi Pavilion, Campbell Parade, Bondi, Sydney, NSW",,,,,
"Woollahra Municipal Council, Double Bay, Sydney, NSW","Woollahra Municipal Council, 536, New South Head Road, Double Bay, Eastern Suburbs, Sydney, Woollahra Municipal Council, New South Wales, 2028, Australia","(-33.872622449999994, 151.2476323827587, 0.0)",-33.872622449999994,151.2476323827587,0.0
"Dickerson Gallery, Richmond, Melbourne, VIC",,,,,
"Dickerson Gallery, Woollahra, Sydney, NSW",,,,,
"King Street Gallery, Newtown, Sydney, NSW",,,,,
"Level 2 Gallery, Newtown, Sydney, NSW",,,,,
"Level Gallery, Newtown, Sydney, NSW",,,,,
"TAP Gallery, Darlinghurst, Sydney, NSW","Tap Gallery, 45, Burton Street, Darlinghurst, Sydney, Council of the City of Sydney, New South Wales, 2010, Australia","(-33.87878675, 151.2163986873104, 0.0)",-33.87878675,151.2163986873104,0.0
"Bat & Ball Hotel, Surry Hills, Sydney, NSW","The Bat & Ball Hotel, Cleveland Street, Redfern, Sydney, Council of the City of Sydney, New South Wales, 2010, Australia","(-33.8921871, 151.2164697, 0.0)",-33.8921871,151.2164697,0.0
Tamworth City Art Gallery (Tamworth Country Music Festival),,,,,
"Bondi Pavilion (Sydney Fringe Festival), Sydney, NSW",,,,,
"Katanning Arts Centre, Katanning & Western Australian Museum, Perth, WA",,,,,
"Watermans Restaurant, Mt Barker, WA",,,,,
"Customs House, Sydney, NSW","Customs House, 31, Alfred Street, Quay Quarter, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia","(-33.86219975, 151.2108604728512, 0.0)",-33.86219975,151.2108604728512,0.0
"Stedelijk Museum Aalst, Belgium","Stedelijk Museum 't Gasthuys, Onderwijsstraat, Aalst, Oost-Vlaanderen, 9300, België / Belgique / Belgien","(50.9382158, 4.042473770416667, 0.0)",50.9382158,4.042473770416667,0.0
"Gallery K&S, Berlin, Germany",,,,,
"Sparkasse Karlsruhe, Germany","Sparkasse Karlsruhe, 16, Bernsteinstraße, Heidenstückersiedlung, Neue Heidenstückersiedlung, Grünwinkel, Karlsruhe, Baden-Württemberg, 76189, Deutschland","(48.9960611, 8.3525712, 0.0)",48.9960611,8.3525712,0.0
"AEDES Gallery for Architecture, Berlin, Germany",,,,,
"Gallery 299, London, England","Gallery Gardens, Medlar Farm Estate, London Borough of Ealing, London, Greater London, England, UB5 5NS, United Kingdom","(51.5364755, -0.3875445, 0.0)",51.5364755,-0.3875445,0.0
"London, England","London, Greater London, England, United Kingdom","(51.5073359, -0.12765, 0.0)",51.5073359,-0.12765,0.0
"Port Augusta Cultural Centre, Port Augusta, SA",,,,,
"Gomboc Gallery, Perth, WA",,,,,
"Artist In Residence Gallery, Perth, WA",,,,,
"Artist in Residence Gallery, Perth, WA",,,,,
"Artspace, Adelaide Festival Centre, Adelaide, SA",,,,,
"New Technologies, Adelaide Fringe Festival, Lynx Gallery, Adelaide, SA",,,,,
"Technillusions, Adelaide Festival of Arts, Adelaide, SA",,,,,
"Waverley City Art Gallery, Melbourne, VIC",,,,,
"SALA Week, Art Gallery of South Australia, Adelaide, SA",,,,,
"Planet Art, Cape Town, South Africa",,,,,
"The House Gallery, Chelsea, London, UK",,,,,
"Chelsea College of Art and Design, The London Institute, London, UK",,,,,
"Byron Mapp Gallery, Sydney, NSW",,,,,
"Nexus Multicultural Arts Centre, Adelaide, SA",,,,,
"Gold Coast, QLD","Gold Coast City, Queensland, Australia","(-28.0023731, 153.4145987, 0.0)",-28.0023731,153.4145987,0.0
"Greenaway Art Gallery stand, Royal Exhibition Hall, Melbourne, VIC",,,,,
"Dianne Tanzer Gallery, Melbourne, VIC",,,,,
"The Sir Hermann Black Gallery, Sydney, NSW",,,,,
"Centro de Fotografia, Tenerife, Canary Islands, Spain",,,,,
"Fundraiser Art Auction, Centre for Contemporary Photography, Melbourne, VIC",,,,,
"Watch This Space, Alice Springs, NT",,,,,
"Espacio Minimo Gallery, Madrid, Spain",,,,,
"Riddoch Art Gallery, Mt Gambier, SA",,,,,
"Fleurieu Peninsula Biennale 2004 Heritage Exhibition, Penny's Hill Winery, McLaren Vale, SA",,,,,
"University of Technology, Sydney, NSW","University of Technology Sydney, Abercrombie Street, Chippendale, Sydney, Council of the City of Sydney, New South Wales, 2008, Australia","(-33.8828784, 151.20068119546247, 0.0)",-33.8828784,151.20068119546247,0.0
"Johnston Gallery, Perth, WA",,,,,
"National Portrait Gallery, Canberra, ACT","National Portrait Gallery, King Edward Terrace, Parkes, Canberra, District of Canberra Central, Australian Capital Territory, 2600, Australia","(-35.29982495, 149.13387409099266, 0.0)",-35.29982495,149.13387409099266,0.0
"PICA (Perth Institute of Contemporary Arts), WA",,,,,
"Warrnambool Art Gallery, Warrnambool, VIC","Warrnambool Art Gallery, Liebig Street, Warrnambool, City of Warrnambool, Victoria, 3280, Australia","(-38.3862623, 142.4822181, 0.0)",-38.3862623,142.4822181,0.0
"Monash Gallery of Art, Melbourne, VIC","Monash Gallery of Art, Ferntree Gully Road, Wheelers Hill, Melbourne, City of Monash, Victoria, 3170, Australia","(-37.9077439, 145.1902768, 0.0)",-37.9077439,145.1902768,0.0
"The Church Gallery, Perth International Arts Festival, WA",,,,,
"2004 Adelaide Festival of Arts, Adelaide, SA",,,,,
"Adelaide Central Gallery, Adelaide, SA",,,,,
"Royal Exhibition Hall, Melbourne, VIC",,,,,
"Chalk Horse Gallery, Surry Hills, NSW",,,,,
"Gitte Weise Gallery, Berlin, Germany",,,,,
"Gallery Barry Keldoulis, Sydney, NSW",,,,,
"Residency Museum, Albany, WA",,,,,
"Gallery Barry Keldoulis, Waterloo, NSW",,,,,
"Mossenson Galleries, Melbourne, VIC",,,,,
"Emerge Art Space, Perth, WA",,,,,
"Menzies Building, Monash University, Melbourne, VIC",,,,,
"Royal Melbourne Institute of Technology, VIC",,,,,
"Horsham Art Gallery, VIC","Horsham Regional Art Gallery, 80, Wilson Street, Horsham, Rural City of Horsham, Victoria, 3400, Australia","(-36.7164588, 142.1984302, 0.0)",-36.7164588,142.1984302,0.0
"Melbourne University/Goethe Institute, VIC",,,,,
"Exmouth, WA","Shire Of Exmouth, Western Australia, 6707, Australia","(-22.292471550000002, 114.1469586328106, 0.0)",-22.292471550000002,114.1469586328106,0.0
"Shire of Capel, Capel, WA","WA Tools and Trade, 97, Ryelands Drive, North Boyanup, Shire Of Capel, Western Australia, 6236, Australia","(-33.4476866, 115.7051483, 0.0)",-33.4476866,115.7051483,0.0
"Mullalyup Gallery, Mullalyup, WA",,,,,
"Lawrence Wilson Art Gallery, Perth, WA","Lawrence Wilson Art Gallery, Fairway Entrance 1, Crawley, Perth, City of Perth, Western Australia, 6009, Australia","(-31.97688685, 115.81616536223873, 0.0)",-31.97688685,115.81616536223873,0.0
"Birukmarri Gallery, Fremantle, WA",,,,,
"Narrogin, WA","Narrogin, Shire Of Narrogin, Western Australia, 6312, Australia","(-32.9341978, 117.1778676, 0.0)",-32.9341978,117.1778676,0.0
"Newman House, Perth, WA",,,,,
"Albany Town Hall Theatre, Albany, WA",,,,,
"Albany Museum, Albany, WA","Western Australian Museum – Albany, Residency Road, Albany, City Of Albany, Western Australia, 6330, Australia","(-35.0288344, 117.8808631, 0.0)",-35.0288344,117.8808631,0.0
"Vancouver Arts Centre, Albany, WA","Vancouver Arts Centre, Vancouver Street, Albany, City Of Albany, Western Australia, 6330, Australia","(-35.0264332, 117.87465859872512, 0.0)",-35.0264332,117.87465859872512,0.0
"Porongurup National Park, Stirling Ranges, WA",,,,,
"Katanning Town Hall, Katanning, WA","Katanning Town Hall, Austral Terrace, Katanning, Shire Of Katanning, Western Australia, 6317, Australia","(-33.6904694, 117.5542485, 0.0)",-33.6904694,117.5542485,0.0
"Mungart Boodja Art Centre, Katanning, WA",,,,,
"Albany Town Hall, Albany, WA","Albany Town Hall, Grey Street West, Albany, City Of Albany, Western Australia, 6330, Australia","(-35.0237303, 117.883144, 0.0)",-35.0237303,117.883144,0.0
"Performance Art Festival, Canberra, ACT",,,,,
"Niagra Lane Gallery, Melbourne, VIC",,,,,
"Melbourne, VIV","Viv’s Community Kitchen, Zeplins Lane, Surrey Hills, Melbourne, City of Boroondara, Victoria, 3127, Australia","(-37.8231015, 145.0984236, 0.0)",-37.8231015,145.0984236,0.0
"Experimental Art Foundation, Adelaide; Anzart-in-Hobart, TAS",,,,,
"London, UK","London, Greater London, England, United Kingdom","(51.5073359, -0.12765, 0.0)",51.5073359,-0.12765,0.0
"Adelaide Festival Centre Gallery, SA",,,,,
"Holdsworth Gallery, Sydney, NSW",,,,,
"Museum of Contemporary Art, Brisbane, QLD",,,,,
"Gryphon Gallery, University of Melbourne, VIC",,,,,
"The University of Newcastle, NSW",,,,,
"Jan Taylor Gallery, Sydney, NSW",,,,,
The Boundary Rider,,,,,
"Monash University Gallery, Melbourne, VIC",,,,,
"Pacific Centre for Book Arts, San Francisco, USA",,,,,
"Australian Embassy, Washington DC",,,,,
"Ubu Gallery, New York, USA",,,,,
"Goethe Institute, Sydney, NSW",,,,,
"Bondi, Sydney, NSW","Bondi, Eastern Suburbs, Sydney, Waverley Council, New South Wales, 2026, Australia","(-33.8930556, 151.2633333, 0.0)",-33.8930556,151.2633333,0.0
"Maisenbacher Art Gallery, Trier, Germany",,,,,
"Museum shop of the Deutsche Guggenheim, Berlin, Germany",,,,,
"National Art Gallery of Australia, Canberra, ACT",,,,,
"Field Gallery, Newcastle, NSW",,,,,
"Bondi, NSW","Bondi, Eastern Suburbs, Sydney, Waverley Council, New South Wales, 2026, Australia","(-33.8930556, 151.2633333, 0.0)",-33.8930556,151.2633333,0.0
"The Centre for Book Arts, New York, USA",,,,,
"Llewellyn Gallery, Adelaide, SA",,,,,
"Powell Street Gallery, Melbourne, VIC",,,,,
"Ray Hughes Gallery, Brisbane, QLD",,,,,
"Roslyn Oxley, Sydney, NSW",,,,,
"United Artists Gallery, Melbourne, VIC",,,,,
"Rhumbarellas Gallery, Melbourne, VIC",,,,,
"The Eagle Gallery, London, UK",,,,,
"Multiple Box, Sydney, NSW",,,,,
"Banning Gallery, New York, USA",,,,,
"RocketArt, Newcastle, NSW",,,,,
"Banning + Low, Washington DC, USA",,,,,
"Greenway Art Gallery, Adelaide, SA",,,,,
"John Miller Gallery, Newcastle, NSW",,,,,
"Woomera Theatre, Woomera, SA","Woomera Theatre, Banool Avenue, Woomera, Pastoral Unincorporated Area, South Australia, 5720, Australia","(-31.1988714, 136.82575335193428, 0.0)",-31.1988714,136.82575335193428,0.0
"National Art School Gallery, Sydney, NSW",,,,,
"Orient Gallery, Amman, Jordan",,,,,
"MLC Gallery, Sydney, NSW",,,,,
"Watling Gallery, Southport, QLD",,,,,
"Budds Beach Gallery, Surfers Paradise, QLD",,,,,
"Mooloolaba Gallery, QLD",,,,,
"Galloway Gallery, Brisbane QLD",,,,,
"Warwick Regional Art Gallery, QLD",,,,,
"Australian Craft Gallery, Southport, QLD",,,,,
"Artist in Residence Gallery, WA",,,,,
"Guildford Hotel, Guildford, WA","Guildford Hotel, 159, James Street, Guildford, City Of Swan, Western Australia, 6055, Australia","(-31.89966085, 115.96854195478232, 0.0)",-31.89966085,115.96854195478232,0.0
Brisbane Powerhouse,"Brisbane Powerhouse, Lamington Street, New Farm, Brisbane City, New Farm, Queensland, 4005, Australia","(-27.4690829, 153.05438953324966, 0.0)",-27.4690829,153.05438953324966,0.0
"The Other Gallery, The Banff Centre, Alberta, Canada",,,,,
"Mandurah Cultural Centre, Mandurah, WA",,,,,
"Melville Water Polo Club, Bicton, WA",,,,,
"Goddard de Fiddes Gallery, Perth, WA",,,,,
"Vivien Anderson Gallery, Melbourne, VIC",,,,,
"Museum of Contemporary Art, Melbourne, VIC",,,,,
"Sullivan + Strumpf Fine Art, Sydney, NSW",,,,,
"City of Armadale Function Room, Armadale, WA",,,,,
"Bunbury Regional Art Galleries, Bunbury, WA",,,,,
"City of Cockburn, Bibra Lake DC, WA",,,,,
"Corcoran Gallery of Art Washington DC, USA","Dupont Center Corcoran Gallery of Art, Twining Court Northwest, Dupont Circle, Washington, District of Columbia, 20036, United States","(38.9090004, -77.0480327, 0.0)",38.9090004,-77.0480327,0.0
"Armadale Tavern Function Room, Armadale, WA",,,,,
"Western Australian Museum, Perth, WA","Western Australian Museum, James Street Mall, Perth, City of Perth, Western Australia, 6003, Australia","(-31.9494923, 115.86141564452655, 0.0)",-31.9494923,115.86141564452655,0.0
"Former Post Office, Armadale, WA",,,,,
"St Francis Xavier Church, Armadale, WA",,,,,
"Multicultural Association, Fremantle, WA",,,,,
"Giulians, Sydney, NSW",,,,,
"Tank Arts Centre, Cairns, QLD","Tanks Arts Centre - Tank 4, Collins Avenue, Edge Hill, Cairns, Cairns Regional, Queensland, 4870, Australia","(-16.8989408, 145.75033205160605, 0.0)",-16.8989408,145.75033205160605,0.0
"Shapiro Gallery, Sydney, NSW",,,,,
"Seymour Centre Sydney, NSW","Seymour Centre, Blackwattle Creek Lane, Darlington, Sydney, Council of the City of Sydney, New South Wales, 2008, Australia","(-33.88856835, 151.1935487697861, 0.0)",-33.88856835,151.1935487697861,0.0
New York,"City of New York, New York, United States","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152,0.0
"Milan, Italy","Milano, Lombardia, Italia","(45.4641943, 9.1896346, 0.0)",45.4641943,9.1896346,0.0
"Queen Street Galleries, Sydney, NSW",,,,,
"Nieman Marcus Dept, Store, Dallas, USA",,,,,
"William Street Studio, Sydney, NSW",,,,,
"Port Douglas Daintree Gallery of Fine Art, Port Douglas, QLD",,,,,
"Radisson Treetops Resort, Port Douglas, QLD",,,,,
"Port Douglas Art Galleries, Port Douglas, QLD",,,,,
"Post Office Gallery Port Douglas, Port Douglas, QLD",,,,,
"Radisson Treetops Resort, Port  Douglas, QLD",,,,,
"Span Gallery, Melbourne, VIC",,,,,
"Roslyn Oxley 9 Gallery, Sydney, NSW",,,,,
"Gondwana 11, Alice Springs, NT",,,,,
"Durack Gallery, Broome, WA",,,,,
"24HR Art, Darwin, NT",,,,,
"Gallery Gondwana, Alice Springs, NT",,,,,
"Museum of Childhood Juniper Hall, Sydney, NSW",,,,,
"Tweed River Regional Art Gallery, Murwillumbah, NSW",,,,,
"Hazelhurst Regional Gallery, Gymea, Sydney, NSW","Hazelhurst Regional Gallery and Arts Centre, Talara Road, Gymea, Sutherland Shire, Sydney, Sutherland Shire Council, New South Wales, 2227, Australia","(-34.03312295, 151.08224418940046, 0.0)",-34.03312295,151.08224418940046,0.0
"Caloundra Regional Art Gallery, QLD",,,,,
"Soho Galleries, Sydney, NSW",,,,,
"Stripp Gallery, Melbourne, VIC",,,,,
"FAD Gallery, Melbourne, VIC","Fad Gallery Bar, 14, Corrs Lane, Chinatown, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8112208, 144.9684346, 0.0)",-37.8112208,144.9684346,0.0
"Millenium Hotel, Sydney, NSW",,,,,
"Sydney City Council and Stills Gallery, Hyde Park, Sydney, NSW",,,,,
"First Draft, Sydney, NSW",,,,,
"Cruise Bar, The Rocks, Sydney, NSW","Cruise Bar, Circular Quay West, The Rocks, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia","(-33.8588135, 151.209991, 0.0)",-33.8588135,151.209991,0.0
"Newspace & Phatspace, Sydney, NSW",,,,,
"Blender Gallery, Sydney, NSW",,,,,
"Phatspace, Sydney, NSW",,,,,
"Poliform and Vogue, Sydney, NSW",,,,,
"Brenda Colahan Fine Art, Domayne Design, Sydney, NSW",,,,,
"Brenda Colahan Fine Art, Sydney, NSW",,,,,
"Istituto Italiano di Cultura, Hamburg, Germany",,,,,
"Brunswick Street Gallery, Melbourne, VIC","Brunswick Street Gallery, Argyle Street, Fitzroy, Melbourne, City of Yarra, Victoria, 3065, Australia","(-37.7976732, 144.978782, 0.0)",-37.7976732,144.978782,0.0
"Toyota Community Spirit Gallery, Sydney, NSW",,,,,
"Peloton, Sydney, NSW",,,,,
"Barrack Gallery at Art Equity, Sydney, NSW",,,,,
"Horus & Deloris, Contemporary Artspace, Sydney, NSW",,,,,
"Convent Gallery, Daylesford, VIC","Convent Gallery, 7, Daly Street, Daylesford, Shire of Hepburn, Victoria, 3460, Australia","(-37.342214, 144.1483716, 0.0)",-37.342214,144.1483716,0.0
"Newspace, Sydney, NSW",,,,,
"Scott Donovan Gallery, Sydney, NSW",,,,,
"Red Gallery, Melbourne, VIC","Red Gallery, 157, St Georges Road, Fitzroy North, Melbourne, City of Yarra, Victoria, 3068, Australia","(-37.7853764, 144.9818705, 0.0)",-37.7853764,144.9818705,0.0
"David Jones Gallery, Sydney, NSW",,,,,
"Sculpture Centre Gallery, Sydney, NSW",,,,,
"Commonwealth Bank, Sydney, NSW","Commonwealth Bank, Burwood Road, Burwood Council, Inner West, Sydney, New South Wales, 2134, Australia","(-33.8747311, 151.1043296, 0.0)",-33.8747311,151.1043296,0.0
"Botanic Gardens, Sydney, NSW","Auburn Botanic Gardens, Auburn, Sydney, Cumberland City Council, New South Wales, 2144, Australia","(-33.8580585, 151.01620416579215, 0.0)",-33.8580585,151.01620416579215,0.0
"Sculpture Lab, Lane Cove, NSW",,,,,
"Crafts Council of Australia Gallery, Sydney, NSW",,,,,
"Legge Gallery Redfern, NSW",,,,,
"University of Western Sydney, Kingswood, NSW",,,,,
"At The Vanishing Point Gallery, Newtown, NSW",,,,,
"Fairfield, NSW","Fairfield City Council, New South Wales, Australia","(-33.867440349999995, 150.8893221698039, 0.0)",-33.867440349999995,150.8893221698039,0.0
"Gallery in the Clouds, Linden, NSW",,,,,
"Katoomba Street, Katoomba, NSW","Katoomba Street, Katoomba, Sydney, Blue Mountains City Council, New South Wales, 2780, Australia","(-33.7220005, 150.3100231, 0.0)",-33.7220005,150.3100231,0.0
"Braemar Gallery, Springwood, NSW","Braemar Gallery, 104, Macquarie Road, Springwood, Sydney, Blue Mountains City Council, New South Wales, 2777, Australia","(-33.6994868, 150.5689058, 0.0)",-33.6994868,150.5689058,0.0
"The Ben Roberts Gallery, Lawson, NSW",,,,,
"Gallery Blackheath, Blackheath, NSW","Gallery Blackheath, 44, Govetts Leap Road, Blackheath, Blue Mountains City Council, New South Wales, 2785, Australia","(-33.6361007, 150.2866102, 0.0)",-33.6361007,150.2866102,0.0
"Katoomba Civic Centre, Katoomba, NSW",,,,,
"Rex Irwin Art Dealer, Sydney, NSW",,,,,
"Stephen McLaughlan Gallery, Melbourne, VIC",,,,,
"Centre for Contemporary Photography, Fitzroy, VIC","Centre for Contemporary Photography, 404, George Street, Fitzroy, Melbourne, City of Yarra, Victoria, 3065, Australia","(-37.797314650000004, 144.9823961747878, 0.0)",-37.797314650000004,144.9823961747878,0.0
"Access Contemporary Art Gallery, Sydney, NSW",,,,,
"Steel Bar and Grill, 60 Carrington St, Sydney, New South Wales",,,,,
"Shanghai Street Art Space, G/F, 404 Shanghai Street Yau Ma Tei, Kowloon, Hong Kong, China",,,,,
"Fotogalerie, Fringe Club, 2 Lower Albert Road, Central, Hong Kong, China",,,,,
"Irving Sculpture Gallery, Sydney, NSW",,,,,
"Wollongong City Gallery, NSW",,,,,
"Gallery 482, Brisbane, QLD","Gallery Lane, Everton Hills, Greater Brisbane, Moreton Bay Regional, Queensland, 4053, Australia","(-27.3909768, 152.9636244, 0.0)",-27.3909768,152.9636244,0.0
"Pollock Galleries, Melbourne, VIC",,,,,
"NG Art Gallery, Chippendale, Sydney, NSW",,,,,
"Tap Gallery, Darlinghurst, Sydney, NSW","Tap Gallery, 45, Burton Street, Darlinghurst, Sydney, Council of the City of Sydney, New South Wales, 2010, Australia","(-33.87878675, 151.2163986873104, 0.0)",-33.87878675,151.2163986873104,0.0
"Macquarie University, Sydney, NSW","Macquarie University, Sobraon Road, Marsfield, Sydney, Council of the City of Ryde, New South Wales, 2122, Australia","(-33.7740328, 151.11269439194754, 0.0)",-33.7740328,151.11269439194754,0.0
"National Trust of Australia, The Rocks, Sydney, NSW",,,,,
"Bondi Road Art School, Bondi, Sydney, NSW",,,,,
"Centre House, Lane Cove, Sydney, NSW",,,,,
"May Lane, St Peters, NSW","May Lane, St Peters, Inner West, Sydney, Inner West Council, New South Wales, 2044, Australia","(-33.9082762, 151.180743, 0.0)",-33.9082762,151.180743,0.0
"Catherine Asquith Gallery, Melbourne, VIC","Catherine Asquith Gallery, 48, Oxford Street, Collingwood, Melbourne, City of Yarra, Victoria, 3066, Australia","(-37.8059105, 144.9846822, 0.0)",-37.8059105,144.9846822,0.0
"Collaroy Plato Art Gallery, Sydney, NSW",,,,,
"School of Art, Fairfield, Sydney, NSW",,,,,
"YMCA, Montevideo, Uruguay",,,,,
"Fairfield Showground, Sydney, NSW","Fairfield Showground, Prairiewood, Sydney, Fairfield City Council, New South Wales, 2176, Australia","(-33.8680289, 150.9048892809999, 0.0)",-33.8680289,150.9048892809999,0.0
"Hunters Hill Art Gallery, Sydney, NSW",,,,,
"El Subte, Montevideo, Uruguay",,,,,
"El Prado, Montevideo, Uruguay","El Clon, 4120, Juan Antonio Artigas, Prado, Montevideo, 11700, Uruguay","(-34.8577261, -56.2179124, 0.0)",-34.8577261,-56.2179124,0.0
"Wetherill Park Library, Wetherill Park, NSW","Wetherill Park Library, Polding Street, Prairiewood, Sydney, Fairfield City Council, New South Wales, 2176, Australia","(-33.8576119, 150.9002746, 0.0)",-33.8576119,150.9002746,0.0
"Fairfield Hospital, Sydney, NSW","Fairfield Hospital, Bogong Place, Prairiewood, Sydney, Fairfield City Council, New South Wales, 2176, Australia","(-33.86025275, 150.90383608289346, 0.0)",-33.86025275,150.90383608289346,0.0
"Liverpool Hospital gallery, Sydney, NSW",,,,,
"Argyle Gallery, Sydney, NSW",,,,,
"West Australian Society of Arts, WA",,,,,
"John Miller Galleries, Newcastle, NSW",,,,,
"Pollock Gallery, Richmond, VIC",,,,,
"Artroom Gallery, Sydney, NSW",,,,,
"St George Museum, Sydney, NSW","St George Regional Museum, MacMahon Street, Hurstville, St George, Sydney, Georges River Council, New South Wales, 2220, Australia","(-33.964465, 151.1024219, 0.0)",-33.964465,151.1024219,0.0
"Failfeild Museum and Gallery, Sydney, NSW",,,,,
"Paddington Contemporary Arts Gallery, Sydney, NSW",,,,,
"Fairfeild Gallery and Museum, Sydney, NSW",,,,,
"Camden Art Centre, Sydney, NSW",,,,,
"Art Sydney, Sydney, NSW","Art, ag, food tech, Service Road, Glenfield, Sydney, Campbelltown City Council, New South Wales, 2167, Australia","(-33.97052845, 150.89229018663366, 0.0)",-33.97052845,150.89229018663366,0.0
"Paddington Contemporary Fine Art, Sydney, NSW",,,,,
"Campbelltown Art Centre, Sydney, NSW",,,,,
"Blacktown Art Centre, Sydney, NSW",,,,,
"Blacktwon Art Centre, Sydney, NSW",,,,,
"New Works Art Gallery, Sydney, NSW",,,,,
"Asia Australian Artists Association, Sydney, NSW",,,,,
"Auburn Art Gallery, Sydney, NSW",,,,,
"Artroom Upstairs Gallery, Sydney, NSW",,,,,
"Casula Powerhouse, Sydney, NSW","Casula Powerhouse Arts Centre, 1, Parramatta to Glenfield Rail Trail, Casula, Liverpool, Sydney, Liverpool City Council, New South Wales, 2170, Australia","(-33.9494218, 150.9128418, 0.0)",-33.9494218,150.9128418,0.0
"Blacktown Arts Centre, Sydney, NSW","Blacktown Arts Centre, Flushcombe Road, Blacktown, Sydney, Blacktown City Council, New South Wales, 2148, Australia","(-33.77265855, 150.90869674121157, 0.0)",-33.77265855,150.90869674121157,0.0
"The Carlton Hotel, Melbourne, VIC",,,,,
"Australian Centre for Photography, Paddington, NSW",,,,,
"Sno Gallery, Sydney, NSW",,,,,
"Auckland City Gallery, Auckland, New Zealand",,,,,
"Kunst Akademie, Vienna, Austria",,,,,
"Casula Powerhouse Arts Centre, Liverpool, NSW","Casula Powerhouse Arts Centre, 1, Parramatta to Glenfield Rail Trail, Casula, Liverpool, Sydney, Liverpool City Council, New South Wales, 2170, Australia","(-33.9494218, 150.9128418, 0.0)",-33.9494218,150.9128418,0.0
"Bydgoszcz & Lubostron, Poland",,,,,
"The Lounge, Casula Powerhouse Arts Centre, Liverpool, NSW",,,,,
"Desaran, Sydney, NSW",,,,,
"Gallery 4A, Sydney, NSW","Art Gallery Road, Quay Quarter, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia","(-33.8689738, 151.2159288, 0.0)",-33.8689738,151.2159288,0.0
"Green Valley District Centre, Liverpool, NSW",,,,,
"CBD Gallery, Melbourne, VIC",,,,,
"Kampnagel K3, Hamburg, Germany",,,,,
"Brigham Young University Museum of Art, Utah, USA",,,,,
"Fujieda City Museum, Fujieda Japan",,,,,
"Adelaide Festival, Adelaide, SA",,,,,
"CBD Gallery, Sydney, NSW","Art Gallery of NSW, Art Gallery Road, Quay Quarter, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia","(-33.8680897, 151.2169479, 0.0)",-33.8680897,151.2169479,0.0
"Glarespace, Sydney, NSW",,,,,
"CBD Gallery Sydney, NSW","Art Gallery of NSW, Art Gallery Road, Quay Quarter, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia","(-33.8680897, 151.2169479, 0.0)",-33.8680897,151.2169479,0.0
"Canberra Contemporary Artspace, Canberra, ACT",,,,,
"Selenium, Sydney, NSW",,,,,
"Space YZ, University of Western Sydney, NSW",,,,,
"Window Gallery, Sydney, NSW",,,,,
"Street Level, Blacktown, NSW",,,,,
"College of Fine Arts, NSW","UNSW Art & Design, Albion Avenue, Five Ways, Paddington, Sydney, Council of the City of Sydney, New South Wales, 2021, Australia","(-33.8838375, 151.2202731177872, 0.0)",-33.8838375,151.2202731177872,0.0
"Swan Hill Regional Art Gallery, VIC","Swan Hill Regional Art Gallery, Marraboor Street, Swan Hill, Rural City of Swan Hill, Victoria, 3585, Australia","(-35.34934785, 143.56472375650952, 0.0)",-35.34934785,143.56472375650952,0.0
"Michael Werdell Gallery, Melbourne, VIC",,,,,
"Monash Gallery,  Melbourne, VIC","Monash Gallery of Art, Ferntree Gully Road, Wheelers Hill, Melbourne, City of Monash, Victoria, 3170, Australia","(-37.9077439, 145.1902768, 0.0)",-37.9077439,145.1902768,0.0
"Launceston University Gallery, Glen Eira City Gallery, Melbourne, VIC",,,,,
"National Trust S H Ervin Gallery, Sydney, NSW",,,,,
"COFA Exhibition/Performance Spaces, Sydney, NSW",,,,,
"National Trust S.H. Ervin Gallery, Sydney, NSW",,,,,
"Plimsoll Gallery, Tasmanian School of Art, Hobart, TAS",,,,,
"Hyde Park North, Sydney, NSW","Hyde Park North, Koreatown, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia","(-33.8716231, 151.2115096838544, 0.0)",-33.8716231,151.2115096838544,0.0
"Adam Art Gallery, Victoria University of Wellington, New Zealand",,,,,
"Contemporary Projects Space, Art Gallery of New South Wales, Sydney, NSW",,,,,
"John Curtin Gallery, Curtin University of Technology, Perth, WA",,,,,
