text,category,cat_count,clean_text,clean_text_sampled,cluster
"Artsource is the peak membership body for visual artists in Western AustraliaArtsource is the peak membership body for visual artists in Western Australia. It was founded in 1986 as Artists Foundation of Western Australia Ltd as part of Western Australian cultural development in the lead up to the America's Cup Defence, held in Fremantle in 1987. The Foundation has been trading as Artsource since 2004.",Artsource,1,artsource peak membership body visual artists western australiaartsource peak membership body visual artists western australia founded artists foundation western australia ltd part western australian cultural development lead america cup defence held fremantle foundation trading artsource since,artsource peak membership body visual artists western australiaartsource peak membership body visual artists western australia founded artists foundation western australia ltd part western australian cultural development lead america cup defence held fremantle foundation trading artsource since,3
"The Australian Tapestry Workshop enjoys an international reputation as a leader in contemporary tapestry. Established in 1976, it is the only workshop of its kind in Australia and one of only a handful in the world for the production of hand-woven tapestries. Artists worldwide are discovering how this traditional medium can be used in completely new ways, and the Workshop is in the vanguard of this revival.
Using the same techniques employed in Europe since the 15th century, the ATW's skilled weavers work with artists from Australia and overseas to produce tapestries that are known for their vibrancy, technical accomplishment and inventive interpretation. 
Since its inception, the Workshop's philosophy has been to employ weavers trained as artists to enable close collaboration with the artists whose work they are interpreting. Many notable Australian and international artists have collaborated with the Workshop's weavers over the years including Arthur Boyd, Jon Cattapan, John Olsen, Jorn Utzon, David Noonan and Sally Smart.
To date, the Workshop has created more than 400 tapestries ranging from palm-size to monumental. They are woven using the finest Australian wool, which is dyed onsite forming a unique palette of 370 colours. These works hang in significant public and private collections around the world. The ATW is one of Australia's largest producers of public art, and every year, millions of people see an ATW tapestry!",Australian Tapestry Workshop,1,australian tapestry workshop enjoys international reputation leader contemporary tapestry established workshop kind australia one handful world production hand woven tapestries artists worldwide discovering traditional medium used completely new ways workshop vanguard revival using techniques employed europe since th century atw skilled weavers work artists australia overseas produce tapestries known vibrancy technical accomplishment inventive interpretation since inception workshop philosophy employ weavers trained artists enable close collaboration artists whose work interpreting many notable australian international artists collaborated workshop weavers years including arthur boyd jon cattapan john olsen jorn utzon david noonan sally smart date workshop created tapestries ranging palm size monumental woven using finest australian wool dyed onsite forming unique palette colours works hang significant public private collections around world atw one australia largest producers public art every year millions people see atw tapestry,australian tapestry workshop enjoys international reputation leader contemporary tapestry established workshop kind australia one handful world production hand woven tapestries artists worldwide discovering traditional medium used completely new ways workshop vanguard revival using techniques employed europe since th century atw skilled weavers work artists australia overseas produce tapestries known vibrancy technical accomplishment inventive interpretation since inception workshop philosophy employ weavers trained artists enable close collaboration artists whose work interpreting many notable australian international artists collaborated workshop weavers years including arthur boyd jon cattapan john olsen jorn utzon david noonan sally smart date workshop created tapestries ranging palm size monumental woven using finest australian wool dyed onsite forming unique palette colours works hang significant public private collections around world atw one australia largest producers public art every year millions people see atw tapestry,2
"Lyon, Cottier & Co. began in Sydney in 1873 with premises in Pitt Street.  The company specialized in painted schemes & glass, but dealt in wallpapers, furniture, fabrics, lighting and all the elements expected of a major interior decorating firm. Lyon, Cottier & Co. (Later Lyon, Wells, Cottier & Co.) carried out schemes for the General Post Office, Martin Place, Government House, the Domain & a range of domestic commissions.Lyon, Cottier & Co. began in Sydney in 1873 with premises in Pitt Street.  The company specialized in painted schemes and glass, but dealt in wallpapers, furniture, fabrics, lighting and all the elements expected of a major decorating firm.
Lyon, Cottier & Co. (Later Lyon, Wells, Cottier & Co.) carried out schemes for the General Post Office, Martin Place, Government House, the Domain and a range of domestic commissions including “The Abbey”, Annandale. The firm also practiced in Melbourne and decorated “Cliveden”, the East Melbourne home of Sir William and Lady Clarke, the General Manager’s residence on the upper level of the E.S. & A. Chartered Bank on the corner of Collins and Queen Street, Melbourne and other projects.
Terence Lane and Jesse Searle. Australians at Home. A Documentary History of Australian Domestic Interiors from 1788-1914. Oxford University Press, 1990, pp.205-206.","Lyon, Cottier & Co.",1,lyon cottier co began sydney premises pitt street company specialized painted schemes glass dealt wallpapers furniture fabrics lighting elements expected major interior decorating firm lyon cottier co later lyon wells cottier co carried schemes general post office martin place government house domain range domestic commissions lyon cottier co began sydney premises pitt street company specialized painted schemes glass dealt wallpapers furniture fabrics lighting elements expected major decorating firm lyon cottier co later lyon wells cottier co carried schemes general post office martin place government house domain range domestic commissions including abbey annandale firm also practiced melbourne decorated cliveden east melbourne home sir william lady clarke general manager residence upper level e chartered bank corner collins queen street melbourne projects terence lane jesse searle australians home documentary history australian domestic interiors oxford university press pp,lyon cottier co began sydney premises pitt street company specialized painted schemes glass dealt wallpapers furniture fabrics lighting elements expected major interior decorating firm lyon cottier co later lyon wells cottier co carried schemes general post office martin place government house domain range domestic commissions lyon cottier co began sydney premises pitt street company specialized painted schemes glass dealt wallpapers furniture fabrics lighting elements expected major decorating firm lyon cottier co later lyon wells cottier co carried schemes general post office martin place government house domain range domestic commissions including abbey annandale firm also practiced melbourne decorated cliveden east melbourne home sir william lady clarke general manager residence upper level e chartered bank corner collins queen street melbourne projects terence lane jesse searle australians home documentary history australian domestic interiors oxford university press pp,5
"Early 20th century Indigenous Sydney shellworkers. The first recorded commercial sales of shellwork is from the late 1800s. Indigenous women sold their work mainly to white tourists, thus not much has been preserved. Jane and her sister Olive's legacy lives mostly in their legendary reputation.Aboriginal shellworkers lived in the Aboriginal settlement at La Perouse, on the shores of Botany Bay, from the 1890s to the 1950s. The first references to Aboriginal women selling shell baskets at Circular Quay and at La Perouse appear in the 1880s. By the turn of the century shell work by ""Queen Emma"" [Timbery] at the Aboriginal camp at La Perouse was admired when exhibited locally and overseas through mission organisations. Olive and Jane Simms were sisters, grandchildren of Queen Emma. They came from an Aboriginal family at La Perouse renowned for their artefact skills. The men worked wood into boomerangs and the women made shellwork for the passing Sydney tourist trade which still dominates the area at weekends.
The sisters' lives were shaped entirely by La Perouse at the turn of the century when the reserve at the mouth of Botany Bay was opened up (in 1905) as a 'recreational area' accessible by the Sydney tram. Despite the regular traffic of outsiders, the daily life of the Aboriginal community was governed by the state and mediated by the church, in the form of the United Aboriginal Mission. Like other missions located in sites with regular tourists contact such as Hermannsburg and Corranderk, artefact production was conceived as a means of providing some form of economic base. The Methodist missionaries had formerly worked in Fiji and appear to have seen the potential for adapting South Pacific shellwork locally. Collecting shellfish had always been central to coastal people, but this 'La Per shellwork' does not resemble any precontact form. Its shapes are an adaptation of European souvenirs: little boxes in shapes of hearts, miniature shoes, Sydney Harbour Bridges, all made from scrap cardboard, cut, sewn and pasted together with a flour glue and then shelled.
A photograph showing Jane Simms holding a shellwork horseshoe and boomerang she had made appeared in the mission's monthly newsletter in 1929, accompanying an article on La Perouse by Methodist missionary James Jago. Jago was temporarily serving at the La Perouse station while Miss Baker, the missionary who had worked there for twenty-four years, was taking a 'well-earned' three-month holiday. Already despairing of the moral well-being of the majority of his temporary charges, Jago noted: 'Neither is it easy for our people to be Christians here, as we know what close touch with our civilization means to them... The work goes on ... there are the faithful few who daily attend morning prayers... Miss Jane Simms, the seller of shellwork, is one of these prayer helpers. _'_
When shellwork is spoken about, it is always represented as a social and female process: 'When we were young our mothers would take us to the beach to collect shells. We would walk along the shoreline after the tide went down to collect shells that were not broken and shell grit. The women would sit around in a circle and sort the shells into sizes and colours. The different shells they used were muttonfish, starries, beachies, buttonies, cowrie, pearl, fan, conk, small cockle and small pippies. _'_
Two of Olive and Jane Simms' nieces, Jean Stewart and Margie Dixon, remember their aunts' dedication, professionalism and expertise in their art. Jean Stewart, recalled combing the beaches of 'La Per', Maroubra and Cronulla with her aunts to find the shells from which they made necklaces and pairs of miniature ornamental slippers. Margie Dixon, spoke about, 'Auntie Ollie every Saturday afternoon doing her shellwork, she liked to be on her own. She had her special designs that none else knew. Up to the 1950s she was doing it.'
Other living shellers from La Perouse who were also (still or again?) working in the 1990s include *Lola Ryan* and her sister, Mavis Longbottom (dead by 2001) and *Rose Timbery* and her sister *Esme Timbery* .
Virtually nothing has survived of Olive and Jane Simms's shellwork, only their reputation as some of the best 'shellers' from the Aboriginal community at La Perouse. It is not surprising that their work only exists as a memory for it was made to be sold to white tourists and was not collected by museums, then interested only in 'authentic' Aboriginal objects. What therefore can be retrieved of this hybrid, post-contact practice, and what values does it hold for both the local Aboriginal community and for the wider community who bought it as souvenirs?",Jane and Olive Simms,1,early th century indigenous sydney shellworkers first recorded commercial sales shellwork late indigenous women sold work mainly white tourists thus much preserved jane sister olive legacy lives mostly legendary reputation aboriginal shellworkers lived aboriginal settlement la perouse shores botany bay first references aboriginal women selling shell baskets circular quay la perouse appear turn century shell work queen emma timbery aboriginal camp la perouse admired exhibited locally overseas mission organisations olive jane simms sisters grandchildren queen emma came aboriginal family la perouse renowned artefact skills men worked wood boomerangs women made shellwork passing sydney tourist trade still dominates area weekends sisters lives shaped entirely la perouse turn century reserve mouth botany bay opened recreational area accessible sydney tram despite regular traffic outsiders daily life aboriginal community governed state mediated church form united aboriginal mission like missions located sites regular tourists contact hermannsburg corranderk artefact production conceived means providing form economic base methodist missionaries formerly worked fiji appear seen potential adapting south pacific shellwork locally collecting shellfish always central coastal people la per shellwork resemble precontact form shapes adaptation european souvenirs little boxes shapes hearts miniature shoes sydney harbour bridges made scrap cardboard cut sewn pasted together flour glue shelled photograph showing jane simms holding shellwork horseshoe boomerang made appeared mission monthly newsletter accompanying article la perouse methodist missionary james jago jago temporarily serving la perouse station miss baker missionary worked twenty four years taking well earned three month holiday already despairing moral well majority temporary charges jago noted neither easy people christians know close touch civilization means work goes faithful daily attend morning prayers miss jane simms seller shellwork one prayer helpers shellwork spoken always represented social female process young mothers would take us beach collect shells would walk along shoreline tide went collect shells broken shell grit women would sit around circle sort shells sizes colours different shells used muttonfish starries beachies buttonies cowrie pearl fan conk small cockle small pippies two olive jane simms nieces jean stewart margie dixon remember aunts dedication professionalism expertise art jean stewart recalled combing beaches la per maroubra cronulla aunts find shells made necklaces pairs miniature ornamental slippers margie dixon spoke auntie ollie every saturday afternoon shellwork liked special designs none else knew living shellers la perouse also still working include lola ryan sister mavis longbottom dead rose timbery sister esme timbery virtually nothing survived olive jane simms shellwork reputation best shellers aboriginal community la perouse surprising work exists memory made sold white tourists collected museums interested authentic aboriginal objects therefore retrieved hybrid post contact practice values hold local aboriginal community wider community bought souvenirs,shellworkers pasted artefact pippies shellers conk production missionary recalled mediated else would corranderk sewn every tourist shellwork community life regular prayers daily christians contact shellwork shells expertise olive much community values appeared first worked two perouse still harbour means shellworkers overseas lived appear memory nothing shellwork accompanying shellwork white made seller miniature nieces showing camp find south aboriginal grandchildren jane sales esme hold broken glue saturday daily lives retrieved united goes wood holding serving la perouse sit perouse tourists pacific prayer cockle sort faithful state wider process entirely already monthly preserved sizes la sydney always sold lola beach baker collect timbery admired made la olive economic best first small botany base represented fiji tourists work reputation made lives like well work settlement years traffic know margie art early mavis recorded post la community missions sisters close interested one aboriginal us would objects aboriginal references afternoon virtually la flour baskets pairs local survived james form sydney aboriginal aboriginal necklaces aboriginal reserve century temporarily shell professionalism starries temporary beaches selling shelled outsiders month appear jane combing central olive mothers horseshoe emma went la jago people civilization people la jane work museums walk mission majority late margie mouth bought european means shells social easy located longbottom despairing exhibited collected despite shapes shores governed miss simms shells trade also special turn ornamental precontact regular church shellwork holiday neither sydney souvenirs shellfish bay locally hermannsburg would thus hearts noted turn bay remember area authentic olive working together la spoken miniature always timbery surprising three slippers take souvenirs dixon aboriginal boxes maroubra renowned mostly therefore skills organisations fan opened aunts seen tram methodist legendary worked pearl touch family missionary earned white women perouse accessible muttonfish area aunts hybrid resemble legacy locally contact women sydney shoes well small boomerangs simms circle colours include morning per miss photograph cut designs around la station shell perouse century different conceived jane auntie per form shell along sisters collecting aboriginal simms shellers perouse made perouse cardboard used bridges aboriginal four scrap article practice men perouse knew tide adaptation exists attend helpers female collect tourists simms stewart grit charges simms spoke boomerang,5
"Frank Lovice, Marcus Bergner, Merisa Stirpe, Michael Buckley",Arf Arf,1,frank lovice marcus bergner merisa stirpe michael buckley,frank lovice marcus bergner merisa stirpe michael buckley,2
"Bayly Design Associates of Blackburn, Victoria, are an industrial product design company.Bayly Design Associates of Blackburn, Victoria, are an industrial product design company. The company produced a number of products including Scholl arch supports. 
Bayly Design Associates is represented in the collection of the Powerhouse Museum, Sydney, NSW.",Bayly Design Associates,1,bayly design associates blackburn victoria industrial product design company bayly design associates blackburn victoria industrial product design company company produced number products including scholl arch supports bayly design associates represented collection powerhouse museum sydney nsw,bayly design associates blackburn victoria industrial product design company bayly design associates blackburn victoria industrial product design company company produced number products including scholl arch supports bayly design associates represented collection powerhouse museum sydney nsw,3
"The initial Inhibodress collective members included artists Mike Parr, Peter Kennedy, Tim Johnson, John Armstrong, Bill Brown, Terry English, Niels Ellmoos, James Elwing, Michael Gifford, Orest Keywan and Rolla Primsrose.Inhibodress was an artist collective and alternative exhibition space that operated in Woolloomooloo, Sydney, from November 1970 to August 1972. It is the first Artist Run Initiative (ARI) in Sydney and, through its members practice, was a pioneer of conceptual art, otherwise labelled post-objective art by critic Donald Brooks.",Inhibodress,1,initial inhibodress collective members included artists mike parr peter kennedy tim johnson john armstrong bill brown terry english niels ellmoos james elwing michael gifford orest keywan rolla primsrose inhibodress artist collective alternative exhibition space operated woolloomooloo sydney november august first artist run initiative ari sydney members practice pioneer conceptual art otherwise labelled post objective art critic donald brooks,initial inhibodress collective members included artists mike parr peter kennedy tim johnson john armstrong bill brown terry english niels ellmoos james elwing michael gifford orest keywan rolla primsrose inhibodress artist collective alternative exhibition space operated woolloomooloo sydney november august first artist run initiative ari sydney members practice pioneer conceptual art otherwise labelled post objective art critic donald brooks,3
"Conrad Rodd, a Berlin-born designer working as Rodd Design and other trade names was a furniture designer and maker in a sawn-timber style as well Scandinavian style in tea, using Australian blackwood, black bean, myrtle and other timbers. Finishes are often oil-based. [information provided by Geoffrey Clarke]Con Rothenberg ""Conrad Rodd"" was born in Berlin and immigrated to Australia on the HMT Dunera (1940), escaping Nazi Germany. He settled in Melbourne and set up Rodd furniture in Clayton, Victoria.",Conrad Rodd,1,conrad rodd berlin born designer working rodd design trade names furniture designer maker sawn timber style well scandinavian style tea using australian blackwood black bean myrtle timbers finishes often oil based information provided geoffrey clarke con rothenberg conrad rodd born berlin immigrated australia hmt dunera escaping nazi germany settled melbourne set rodd furniture clayton victoria,conrad rodd berlin born designer working rodd design trade names furniture designer maker sawn timber style well scandinavian style tea using australian blackwood black bean myrtle timbers finishes often oil based information provided geoffrey clarke con rothenberg conrad rodd born berlin immigrated australia hmt dunera escaping nazi germany settled melbourne set rodd furniture clayton victoria,3
"Cyberfeminism art group active in the 1990s, comprising Francesca da Rimini,
Josephine Starrs, Julianne Pierce and Virginia Barratt.VNS Matrix was an Australian artist group who formed in Adelaide and were active from 1991 to 1997. Although the collaboration did not endure this group was highly influential and renowned in new media and internet art circles in the 1990s. They presented several installations, events and public art works in Australia and internationally, working with new media, photography, sound and video.
They were often credited (along with author/theorist Sadie Plant) in bringing the term 'cyberfeminism' to prominence in the early 1990's. An early influential work was ""Cyberfeminist Manifesto for the 21st century""
The members of VNS Matrix were Josephine Starrs, Francesca da Rimini, Julianne Pierce and Virginia Barratt. ""The impetus of the group was to investigate and decipher the narratives of domination and control which surround high technological culture, and explore the construction of social space, identity and sexuality in cyberspace""",vns matrix,1,cyberfeminism art group active comprising francesca da rimini josephine starrs julianne pierce virginia barratt vns matrix australian artist group formed adelaide active although collaboration endure group highly influential renowned new media internet art circles presented several installations events public art works australia internationally working new media photography sound video often credited along author theorist sadie plant bringing term cyberfeminism prominence early early influential work cyberfeminist manifesto st century members vns matrix josephine starrs francesca da rimini julianne pierce virginia barratt impetus group investigate decipher narratives domination control surround high technological culture explore construction social space identity sexuality cyberspace,cyberfeminism art group active comprising francesca da rimini josephine starrs julianne pierce virginia barratt vns matrix australian artist group formed adelaide active although collaboration endure group highly influential renowned new media internet art circles presented several installations events public art works australia internationally working new media photography sound video often credited along author theorist sadie plant bringing term cyberfeminism prominence early early influential work cyberfeminist manifesto st century members vns matrix josephine starrs francesca da rimini julianne pierce virginia barratt impetus group investigate decipher narratives domination control surround high technological culture explore construction social space identity sexuality cyberspace,2
"The first professional design organisation begins in 1947-48 when design professionals Grant Featherston; fabric designer and design retailer Frances Burke; graphic specialist R. Haughton James; industrial designer Frederick Ward; industrial designer Charles Furey; graphic designer Max Forbes and the designers Selwyn Coffey, Scorgie Anderson, I.M. (Max) Hutchinson, W. Falconer Green  and Ron Rosenfeldt met to form the Society.The history of the Australian Society of Designers for Industry (ASDI, also SDI), the nation's first professional design organisation, begins in 1947-48 when a group of design professionals including furniture designer Grant Featherston (1922-1995); fabric designer and design retailer Frances Burke (1907-1995); graphic specialist R. Haughton James (1906-85); industrial designer Frederick Ward (1899-1988); industrial designer Charles Furey (b.1915?); graphic designer Max Forbes (1923-90) and the designers Selwyn Coffey, Scorgie Anderson, I.M. (Max) Hutchinson, W. Falconer Green  and Ron Rosenfeldt (b.1919)  met in Melbourne to form the Society of Designers for Industry. In 1950, graphic designer Alistair Morrison, designer/architect Derek Wrigley and architect Arthur Baldwinson and others formed a New South Wales Chapter of the SDI",Australian Society of Designers for Industry ,1,first professional design organisation begins design professionals grant featherston fabric designer design retailer frances burke graphic specialist r haughton james industrial designer frederick ward industrial designer charles furey graphic designer max forbes designers selwyn coffey scorgie anderson max hutchinson w falconer green ron rosenfeldt met form society history australian society designers industry asdi also sdi nation first professional design organisation begins group design professionals including furniture designer grant featherston fabric designer design retailer frances burke graphic specialist r haughton james industrial designer frederick ward industrial designer charles furey b graphic designer max forbes designers selwyn coffey scorgie anderson max hutchinson w falconer green ron rosenfeldt b met melbourne form society designers industry graphic designer alistair morrison designer architect derek wrigley architect arthur baldwinson others formed new south wales chapter sdi,first professional design organisation begins design professionals grant featherston fabric designer design retailer frances burke graphic specialist r haughton james industrial designer frederick ward industrial designer charles furey graphic designer max forbes designers selwyn coffey scorgie anderson max hutchinson w falconer green ron rosenfeldt met form society history australian society designers industry asdi also sdi nation first professional design organisation begins group design professionals including furniture designer grant featherston fabric designer design retailer frances burke graphic specialist r haughton james industrial designer frederick ward industrial designer charles furey b graphic designer max forbes designers selwyn coffey scorgie anderson max hutchinson w falconer green ron rosenfeldt b met melbourne form society designers industry graphic designer alistair morrison designer architect derek wrigley architect arthur baldwinson others formed new south wales chapter sdi,1
"Tasmanian furniture design and manufacturer. Est. in Launceston in 1946, Tiffany sold wholesale, then after 1982, began direct sales. The principals were James Guy (b.1916) and Laurel Guy who began designing and manufacturing tubular steel work, later moving into timber and upholstered furniture. [information supplied by Geoffrey Clarke].Citation from ""QUEEN VICTORIA MUSEUM AND ART GALLERY.""
Tiffany (Nu Steel) Furniture Company, a large Tasmanian manufacturer of domestic and commercial furniture, was established in 1946 by James Norris Guy as a family business. From humble beginnings in a small shed near the wharves at 45 Foster Street, Launceston, it employed 85 staff at its peak, developing its Kings Meadows site, to which it moved in 1962, as both factory and showroom. It began selling directly to the public in 1982, although outlets opened in Burnie and Glenorchy (Hobart) a few years later were relatively short-lived. Surviving various difficulties over some 45 years, the Company remained wholly Tasmanian until it was forced into receivership in December 1992.
James Guy, founder and later general manager of the Company, was born in Launceston on 20 September 1916, the fourth of eleven children. Leaving school at the age of 14 during the Depression, he became a mechanic and metal worker in his brother Frank's car business. Towards the end of the Second World War, James Guy became interested in tubular steel furniture, setting up his own business with his wife Laurel and trading as J N & L M Guy. The first maker of steel furniture and original distributor of laminex in Tasmania, Guy decided to branch into the manufacture of timber furniture. The name Tiffany Furniture was registered in the mid 1950s. Early mass production of fire screens, laminex furniture, and stackable school furniture variously attracted buyers on the mainland, eg Myer's, Victoria, and in Tasmania, eg Coogan's, Hobart. The Company was the first to use television extensively for advertising purposes in Tasmania.
By the 1980s Tiffany (Nu Steel) Furniture Pty Ltd was equipped for the production of furniture in solid timber, timber laminations, timber veneer, steel frame fabrications and full upholstery techniques. It had its own design team, but also contracted independent designers and manufactured to design specifications for large projects, eg Sheraton Hotel, Hobart. The Company marketed successfully to homes, hotels, hospitals, and offices, and also exported its products to New Zealand. A Tasmanian finalist in the 1984 National Small Business Awards, in 1991 it was also the first Tasmanian furniture manufacturer to be awarded a contract to supply Federal Government departments and other agencies.
The collection was donated to the Queen Victoria Museum and Art Gallery in February 1993 and March 1993.",Tiffany Furniture Company,1,tasmanian furniture design manufacturer est launceston tiffany sold wholesale began direct sales principals james guy b laurel guy began designing manufacturing tubular steel work later moving timber upholstered furniture information supplied geoffrey clarke citation queen victoria museum art gallery tiffany nu steel furniture company large tasmanian manufacturer domestic commercial furniture established james norris guy family business humble beginnings small shed near wharves foster street launceston employed staff peak developing kings meadows site moved factory showroom began selling directly public although outlets opened burnie glenorchy hobart years later relatively short lived surviving various difficulties years company remained wholly tasmanian forced receivership december james guy founder later general manager company born launceston september fourth eleven children leaving school age depression became mechanic metal worker brother frank car business towards end second world war james guy became interested tubular steel furniture setting business wife laurel trading j n l guy first maker steel furniture original distributor laminex tasmania guy decided branch manufacture timber furniture name tiffany furniture registered mid early mass production fire screens laminex furniture stackable school furniture variously attracted buyers mainland eg myer victoria tasmania eg coogan hobart company first use television extensively advertising purposes tasmania tiffany nu steel furniture pty ltd equipped production furniture solid timber timber laminations timber veneer steel frame fabrications full upholstery techniques design team also contracted independent designers manufactured design specifications large projects eg sheraton hotel hobart company marketed successfully homes hotels hospitals offices also exported products new zealand tasmanian finalist national small business awards also first tasmanian furniture manufacturer awarded contract supply federal government departments agencies collection donated queen victoria museum art gallery february march,tasmanian furniture design manufacturer est launceston tiffany sold wholesale began direct sales principals james guy b laurel guy began designing manufacturing tubular steel work later moving timber upholstered furniture information supplied geoffrey clarke citation queen victoria museum art gallery tiffany nu steel furniture company large tasmanian manufacturer domestic commercial furniture established james norris guy family business humble beginnings small shed near wharves foster street launceston employed staff peak developing kings meadows site moved factory showroom began selling directly public although outlets opened burnie glenorchy hobart years later relatively short lived surviving various difficulties years company remained wholly tasmanian forced receivership december james guy founder later general manager company born launceston september fourth eleven children leaving school age depression became mechanic metal worker brother frank car business towards end second world war james guy became interested tubular steel furniture setting business wife laurel trading j n l guy first maker steel furniture original distributor laminex tasmania guy decided branch manufacture timber furniture name tiffany furniture registered mid early mass production fire screens laminex furniture stackable school furniture variously attracted buyers mainland eg myer victoria tasmania eg coogan hobart company first use television extensively advertising purposes tasmania tiffany nu steel furniture pty ltd equipped production furniture solid timber timber laminations timber veneer steel frame fabrications full upholstery techniques design team also contracted independent designers manufactured design specifications large projects eg sheraton hotel hobart company marketed successfully homes hotels hospitals offices also exported products new zealand tasmanian finalist national small business awards also first tasmanian furniture manufacturer awarded contract supply federal government departments agencies collection donated queen victoria museum art gallery february march,5
