date_range.date_end.year,date_range.date_end.month,date_range.date_end.day,date_range.date_start.year,date_range.date_start.month,date_range.date_start.day,place.address.ori_address,place.address.country,place.address.state,place.address.city,place.address.postcode,place.ori_dbid.$oid,place.ori_address,place._class_ori,place._class,place.geo_coord.latitude,place.geo_coord.longitude,name,event_id,place.ori_name,place.ori_country,place.display_name,place.address.suburb
2004,1,1,2004,1,1,"Fringe Hub, Adelaide University, South Australia",Australia,South Australia,Adelaide,Unknown,4da1c0ddb538b73d93024bc6,"Fringe Hub, Adelaide University, SA",place,place,,,"""Mark Blackman""",4da1c0ddb538b73d93024bc7,,,,
1998,1,1,1998,1,1,"Tandanya National Aboriginal Cultural Institute, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da194f7b538b73d930006f4,"Tandanya National Aboriginal Cultural Institute, Adelaide, SA",place,place,-34.923886,138.6104632,"""Mark Blackman""",4da1c0ddb538b73d93024bc9,,,,
1996,1,1,1996,1,1,"Factory Gallery, Belfast, Ireland, United Kingdom",United Kingdom,Northern Ireland,Belfast,Unknown,4da1c0ddb538b73d93024bd3,"Factory Gallery, Belfast, Ireland, UK",place,place,,,"""Mark Blackman""",4da1c0ddb538b73d93024bd4,,,,
2000,1,1,2000,1,1,"Tandanya National Aboriginal Cultural Institute, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da194f7b538b73d930006f4,"Tandanya National Aboriginal Cultural Institute, Adelaide, SA",place,place,-34.923886,138.6104632,"""Mark Blackman""",4da1c0ddb538b73d93024bca,,,,
1994,1,1,1994,1,1,"Museums and Art Galleries of the Northern Territory, Darwin Northern Territory",Australia,Northern Territory,Darwin,0800,4da1c0ddb538b73d93024bcc,"Museums and Art Galleries of the Northern Territory, Darwin NT.",place,place,-12.437368,130.833821,"""Mark Blackman""",4da1c0ddb538b73d93024bcd,,,,
1998,1,1,1998,1,1,"Flinders Art Museum, City Gallery, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da1c0ddb538b73d93024bd5,"Flinders Art Museum, City Gallery, Adelaide, SA",place,place,-34.9286212,138.5999594,"""Mark Blackman""",4da1c0ddb538b73d93024bd6,,,,
1994,1,1,1994,1,1,"Tandanya National Aboriginal Cultural Institute, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da194f7b538b73d930006f4,"Tandanya National Aboriginal Cultural Institute, Adelaide, SA",place,place,-34.923886,138.6104632,"""Mark Blackman""",4da1c0ddb538b73d93024bcb,,,,
1998,1,1,1998,1,1,"Tandanya National Aboriginal Cultural Institute, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da194f7b538b73d930006f4,"Tandanya National Aboriginal Cultural Institute, Adelaide, SA",place,place,-34.923886,138.6104632,"""Mark Blackman""",4da1c0ddb538b73d93024bc8,,,,
1995,1,1,1995,1,1,"The Westin Chosun Hotel, Seoul, Korea",South Korea,Seoul,Seoul,04523,4da1c0ddb538b73d93024bce,"The Westin Chosun Hotel, Seoul, Korea",place,place,37.566535,126.9779692,"""Mark Blackman""",4da1c0ddb538b73d93024bcf,,,,
2001,1,1,2001,1,1,"Indigenart, Subiaco, Western Australia",Australia,Western Australia,Subiaco,6008,4da1c0e0b538b73d93024c51,"Indigenart, Subiaco, WA",place,place,-31.9453649,115.8261808,"""Lance Chadd""",4da1c0e0b538b73d93024c52,,,,
2007,1,1,2007,1,1,"John Curtin Gallery, Curtin University of Technology, Perth, Western Australia",Australia,Western Australia,Perth,6103,4da1ca33b538b73d93026c60,"John Curtin Gallery, Curtin University of Technology, Perth, WA",place,place,-32.0053844,115.8925629,"""Lance Chadd""",4da1cdaeb538b73d93027420,,,,
2000,1,1,2000,1,1,"Lawrence Wilson Art Gallery, Perth, Western Australia",Australia,Western Australia,Perth,6000,4da1cae4b538b73d93026e6c,"Lawrence Wilson Art Gallery, Perth, WA",place,place,-31.9522222,115.8588889,"""Lance Chadd""",4da1cae4b538b73d93026e6d,,,,
2009,1,1,2009,1,1,"Brisbane Powerhouse, Brisbane, Queensland",Australia,Queensland,Brisbane,4005,4da1b2f8b538b73d9301e9be,"Brisbane Powerhouse, Brisbane, QLD",place,place,-27.4678411,153.0539447,"""Lance Chadd""",4da1c864b538b73d9302649c,,,,
2003,1,1,2003,1,1,"Art Gallery of Western Australia, Perth, Western Australia",Australia,Western Australia,Perth,6000,4da19503b538b73d93000d89,"Art Gallery of Western Australia, Perth, WA",place,place,-31.950414,115.860604,"""Lance Chadd""",4da1c864b538b73d9302649f,,,,
2008,1,1,2008,1,1,"Barr Smith Library, University of Adelaide, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da1ba3db538b73d930221c7,"Barr Smith Library, University of Adelaide, Adelaide, SA",place,place,-34.9287795,138.5999808,"""Lance Chadd""",4da1c0e0b538b73d93024c54,,,,
2005,1,1,2005,1,1,"Bunbury Regional Art Galleries, Bunbury, Western Australia",Australia,Western Australia,Bunbury,6230,4da1c0e0b538b73d93024c57,"Bunbury Regional Art Galleries, Bunbury, WA",place,place,-33.3241462,115.6353365,"""Lance Chadd""",4da1c0e0b538b73d93024c58,,,,
2005,1,1,2005,1,1,"A-Space, NMIT, Preston, Victoria",Australia,Victoria,Darebin,3072,4da1c0e2b538b73d93024c81,"A-Space, NMIT, Preston, VIC",place,place,-37.7388134,145.0040282,"""Adrian Austin""",4da1c0e2b538b73d93024c82,,,,Preston
2005,1,1,2005,1,1,"LaTrobe Street Gallery, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da1c0e2b538b73d93024c7e,"LaTrobe Street Gallery, Melbourne, VIC",place,place,-37.8131869,144.9629796,"""Adrian Austin""",4da1c0e2b538b73d93024c7f,,,,
2005,1,1,2005,1,1,"Bundoora Homestead, Bundoora, Victoria",Australia,Victoria,Banyule,3083,4da1be6db538b73d9302456d,"Bundoora Homestead, Bundoora, VIC",place,place,-37.69706,145.0590021,"""Adrian Austin""",4da1c0e2b538b73d93024c80,,,,Bundoora
2007,1,1,2007,1,1,"Koorie Heritage Trust, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da1b7c9b538b73d93020b3b,"Koorie Heritage Trust, Melbourne, VIC",place,place,-37.8131869,144.9629796,"""Gerald Fysh""",4da1bec8b538b73d93024795,,,,
2007,1,1,2007,1,1,"Latrobe Regional Gallery, Morwell, Victoria",Australia,Victoria,Latrobe,3840,4da1bee5b538b73d930247f1,"Latrobe Regional Gallery, Morwell, VIC",place,place,-38.2345742,146.3947107,"""Gerald Fysh""",4da1c0e2b538b73d93024c98,,,,Morwell
2001,1,1,2001,1,1,"Deira City Centre, (shopping mall), Dubai",United Arab Emirates,Dubai,Dubai,Unknown,4da1c0e4b538b73d93024cad,"Deira City Centre, (shopping mall),  Dubai",place,place,25.2644444,55.3116667,"""Kunda-Beamo""",4da1c0e4b538b73d93024cae,,,,
2005,1,1,2005,1,1,"Cardinia Cultural Centre, Pakenham, Victoria",Australia,Victoria,Melbourne,3810,4da1c0e4b538b73d93024ca9,"Cardinia Cultural Centre, Pakenham, VIC",place,place,-38.078518,145.482727,"""Kunda-Beamo""",4da1c0e4b538b73d93024caa,,,,Pakenham
2000,1,1,2000,1,1,"Horizons Fine Art Gallery, Tweed Heads, New South Wales",Australia,New South Wales,Tweed Heads,2485,4da1c0e4b538b73d93024caf,"Horizons Fine Art Gallery, Tweed Heads, NSW",place,place,-28.173524,153.5430516,"""Kunda-Beamo""",4da1c0e4b538b73d93024cb0,,,,
2003,1,1,2003,1,1,"Frankston City Council, Frankston, Victoria",Australia,Victoria,Frankston,3199,4da1c0e4b538b73d93024cab,"Frankston City Council, Frankston, VIC",place,place,-38.1474312,145.1218054,"""Kunda-Beamo""",4da1c0e4b538b73d93024cac,,,,
2007,1,1,2007,1,1,"Koorie Heritage Trust, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da1b7c9b538b73d93020b3b,"Koorie Heritage Trust, Melbourne, VIC",place,place,-37.8131869,144.9629796,"""Belinda Philp""",4da1c11eb538b73d93024d29,,,,
2003,1,1,2003,1,1,"Bolte Gallery, Mildura Arts Centre, Mildura, Victoria",Australia,Victoria,Mildura,3500,4da1c0e5b538b73d93024cc2,"Bolte Gallery, Mildura Arts Centre, Mildura, VIC",place,place,-34.2063006,142.1358321,"""Belinda Philp""",4da1c0e5b538b73d93024cc3,,,,
2005,1,1,2005,1,1,"George Paton Gallery, University of Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da1c0e5b538b73d93024cd3,"George Paton Gallery, University of Melbourne, VIC",place,place,-37.8131869,144.9629796,"""Jirra Lulla Harvey""",4da1c0e5b538b73d93024cd4,,,,
2007,1,1,2007,1,1,"Koorie Heritage Trust, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da1b7c9b538b73d93020b3b,"Koorie Heritage Trust, Melbourne, VIC",place,place,-37.8131869,144.9629796,"""Ashley Kerr-Firebrace""",4da1bec8b538b73d93024795,,,,
2007,1,1,2007,1,1,"Koorie Heritage Trust, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da1b7c9b538b73d93020b3b,"Koorie Heritage Trust, Melbourne, VIC",place,place,-37.8131869,144.9629796,"""Sue Charles""",4da1c11eb538b73d93024d29,,,,
2007,1,1,2007,1,1,"Koorie Heritage Trust, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da1b7c9b538b73d93020b3b,"Koorie Heritage Trust, Melbourne, VIC",place,place,-37.8131869,144.9629796,"""Steaphan Paton""",4da1c11eb538b73d93024d29,,,,
2007,1,1,2007,1,1,"Koorie Heritage Trust, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da1b7c9b538b73d93020b3b,"Koorie Heritage Trust, Melbourne, VIC",place,place,-37.8131869,144.9629796,"""Christine Ward""",4da1c11eb538b73d93024d29,,,,
2004,1,1,2004,1,1,"Bundoora Homestead, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da1bbe8b538b73d93022f81,"Bundoora Homestead , Melbourne, VIC",place,place,-37.8131869,144.9629796,"""Makia McLaughlin""",4da1bbe8b538b73d93022f82,,,,
2005,1,1,2005,1,1,"A-Space, NMIT, Bundoora, Victoria",Australia,Victoria,Banyule,3083,4da1c120b538b73d93024d4a,"A-Space, NMIT, Bundoora, VIC",place,place,-37.69706,145.0590021,"""Makia McLaughlin""",4da1c120b538b73d93024d4b,,,,Bundoora
2005,1,1,2005,1,1,"Bundoora Homestead, Bundoora, Victoria",Australia,Victoria,Banyule,3083,4da1be6db538b73d9302456d,"Bundoora Homestead, Bundoora, VIC",place,place,-37.69706,145.0590021,"""Makia McLaughlin""",4da1c120b538b73d93024d4c,,,,Bundoora
2005,1,1,2005,1,1,"Dante's Gallery, Fitztroy, Victoria",Italy,,,Unknown,4da1c121b538b73d93024d6b,"Dante's Gallery, Fitztroy, VIC",place,place,,,"""Jennifer Solomon""",4da1c121b538b73d93024d6c,,,,
2005,1,1,2005,1,1,"Latrobe Regional Gallery, Morwell, Victoria",Australia,Victoria,Latrobe,3840,4da1bee5b538b73d930247f1,"Latrobe Regional Gallery, Morwell, VIC",place,place,-38.2345742,146.3947107,"""Jennifer Solomon""",4da1c122b538b73d93024d6d,,,,Morwell
2005,1,1,2005,1,1,"Mahoneys Galleries, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da1bc66b538b73d9302364c,"Mahoneys Galleries, Melbourne, VIC",place,place,-37.8131869,144.9629796,"""Dawn Mongta""",4da1c125b538b73d93024da9,,,,
1990,1,1,1990,1,1,"Mallacoota Arts Festival, Mallacoota, Victoria",Australia,Victoria,,3892,4da1c15cb538b73d93024dae,"Mallacoota Arts Festival, Mallacoota, VIC",place,place,-37.5575809,149.755609,"""Dawn Mongta""",4da1c177b538b73d93024daf,,,,
1985,1,1,1985,1,1,"Mallacoota Arts Festival, Mallacoota, Victoria",Australia,Victoria,,3892,4da1c15cb538b73d93024dae,"Mallacoota Arts Festival, Mallacoota, VIC",place,place,-37.5575809,149.755609,"""Dawn Mongta""",4da1c177b538b73d93024daf,,,,
1990,1,1,1990,1,1,Mallacoota Reconciliation Group,,,,Unknown,4da1c141b538b73d93024dac,Mallacoota Reconciliation Group,place,place,,,"""Dawn Mongta""",4da1c15cb538b73d93024dad,,,,
1998,1,1,1998,1,1,"Jigamy Aboriginal Farm, Eden, New South Wales",Australia,New South Wales,Eden,2551,4da1c177b538b73d93024db0,"Jigamy Aboriginal Farm, Eden, NSW",place,place,-37.0637713,149.9020872,"""Dawn Mongta""",4da1c193b538b73d93024db1,,,,
2000,1,1,2000,1,1,"Victorian Department of Education, Victoria",Australia,Victoria,,Unknown,4da1c125b538b73d93024daa,"Victorian Department of Education, VIC",place,place,,,"""Dawn Mongta""",4da1c141b538b73d93024dab,,,,
2006,1,1,2006,1,1,"Bundoora Homestead, Bundoora, Victoria",Australia,Victoria,Banyule,3083,4da1be6db538b73d9302456d,"Bundoora Homestead, Bundoora, VIC",place,place,-37.69706,145.0590021,"""Chris Kingsland""",4da1c194b538b73d93024dca,,,,Bundoora
2006,1,1,2006,1,1,"A-Space Gallery, NMIT, Preston, Victoria",Australia,Victoria,Darebin,3072,4da1c194b538b73d93024dc8,"A-Space Gallery, NMIT, Preston, VIC",place,place,-37.7388134,145.0040282,"""Chris Kingsland""",4da1c194b538b73d93024dc9,,,,Preston
2006,1,1,2006,1,1,"Mahoneys Galleries, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da1bc66b538b73d9302364c,"Mahoneys Galleries, Melbourne, VIC",place,place,-37.8131869,144.9629796,"""Chris Kingsland""",4da1c194b538b73d93024dc7,,,,
2006,1,1,2006,1,1,"Atrium, Federation Square, Melbourne, Victoria",Australia,Victoria,Melbourne,Unknown,4da1b7c9b538b73d93020b39,"Atrium, Federation Square, Melbourne, VIC",place,place,,,"""Chris Kingsland""",4da1c194b538b73d93024dcb,,,,
,,,,,,"Umbrella Studio, Townsville, Queensland",Australia,Queensland,Townsville,4810,4da1c195b538b73d93024dfe,"Umbrella Studio, Townsville, QLD",place,place,-19.2576223,146.8178787,"""Shirley Collins""",4da1c195b538b73d93024e01,,,,
2008,1,1,2008,1,1,"Pinnacles Gallery, Townsville, Queensland",Australia,Queensland,Townsville,4810,4da1c195b538b73d93024dfc,"Pinnacles Gallery, Townsville, QLD",place,place,-19.2576223,146.8178787,"""Shirley Collins""",4da1c195b538b73d93024dfd,,,,Pinnacles
,,,,,,"Umbrella Studio, Townsville, Queensland",Australia,Queensland,Townsville,4810,4da1c195b538b73d93024dfe,"Umbrella Studio, Townsville, QLD",place,place,-19.2576223,146.8178787,"""Shirley Collins""",4da1c195b538b73d93024e02,,,,
2008,1,1,2008,1,1,"Umbrella Studio, Townsville, Queensland",Australia,Queensland,Townsville,4810,4da1c195b538b73d93024dfe,"Umbrella Studio, Townsville, QLD",place,place,-19.2576223,146.8178787,"""Shirley Collins""",4da1c195b538b73d93024dff,,,,
2008,1,1,2008,1,1,"Kick Arts, Cairns, Queensland",Australia,Queensland,Cairns,4870,4da1c195b538b73d93024dfa,"Kick Arts, Cairns, QLD",place,place,-16.9233991,145.773851,"""Shirley Collins""",4da1c195b538b73d93024dfb,,,,
2008,1,1,2008,1,1,"Umbrella Studio, Townsville, Queensland",Australia,Queensland,Townsville,4810,4da1c195b538b73d93024dfe,"Umbrella Studio, Townsville, QLD",place,place,-19.2576223,146.8178787,"""Shirley Collins""",4da1c195b538b73d93024e00,,,,
1994,5,24,1994,5,8,"Council Chambers Gallery, City of Marion Council, South Australia",Australia,South Australia,Marion,Unknown,4da1c200b538b73d93025104,"Council Chambers Gallery, City of Marion Council, SA",place,place,,,"""Naomi Dixon""",4da1c200b538b73d93025105,,,,
2007,1,1,2007,1,1,"Adelaide Festival Centre, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da19788b538b73d9300b211,"Adelaide Festival Centre, Adelaide, SA",place,place,-34.9201639,138.5972922,"""Gletys Haseldine""",4da1c559b538b73d93025809,,,,
2007,1,1,2007,1,1,"Waimea, South Kohala, Hawaii",United States,Hawaii,Waimea,96743,4da1c204b538b73d9302516e,"Waimea, South Kohala, Hawaii",place,place,20.0230556,-155.6716667,"""Janine McAullay Bott""",4da1c204b538b73d9302516f,,,,
2010,1,1,2009,1,1,"Object Gallery, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1b108b538b73d9301ddde,"Object Gallery, Sydney, NSW",place,place,-33.8689009,151.2070914,"""Janine McAullay Bott""",4da1c204b538b73d93025169,,,,
2008,1,1,2008,1,1,"Artitja Fine Art, South Fremantle, Western Australia",Australia,Western Australia,Fremantle,6162,4da1c205b538b73d93025175,"Artitja Fine Art, South Fremantle, WA",place,place,-32.0686953,115.7535166,"""Janine McAullay Bott""",4da1c205b538b73d93025177,,,,South Fremantle
2008,1,1,2008,1,1,"City of Armadale, Armadale, Western Australia",Australia,Western Australia,Armadale,Unknown,4da1c204b538b73d9302516a,"City of Armadale, Armadale, WA",place,place,,,"""Janine McAullay Bott""",4da1c204b538b73d9302516b,,,,
2008,1,1,2008,1,1,"Armadale Redevelopment Authority, Armadale, Western Australia",Australia,Western Australia,Armadale,6112,4da1bf91b538b73d93024a46,"Armadale Redevelopment Authority, Armadale, WA",place,place,-32.1521033,116.0147678,"""Janine McAullay Bott""",4da1c205b538b73d93025174,,,,
2008,1,1,2008,1,1,"City of Stirling Gardens, Balcatta, Western Australia",Australia,Western Australia,Stirling,6134,4da1c204b538b73d93025170,"City of Stirling Gardens, Balcatta, WA",place,place,-31.8930137,115.8054323,"""Janine McAullay Bott""",4da1c204b538b73d93025171,,,,Balcatta
2007,1,1,2007,1,1,"Bunbury Regional Art Gallery, Bunbury",Australia,Western Australia,Bunbury,6230,4da1c204b538b73d93025172,"Bunbury Regional Art Gallery, Bunbury",place,place,-33.3241462,115.6353365,"""Janine McAullay Bott""",4da1c204b538b73d93025173,,,,
2004,1,1,2004,1,1,"Overseas Passengers Terminal, Circular Quay, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1c204b538b73d9302516c,"Overseas Passengers Terminal, Circular Quay, Sydney, NSW",place,place,-33.8618579,151.2105461,"""Janine McAullay Bott""",4da1c204b538b73d9302516d,,,,
2008,1,1,2008,1,1,"Artitja Fine Art, South Fremantle, Western Australia",Australia,Western Australia,Fremantle,6162,4da1c205b538b73d93025175,"Artitja Fine Art, South Fremantle, WA",place,place,-32.0686953,115.7535166,"""Janine McAullay Bott""",4da1c205b538b73d93025176,,,,South Fremantle
2008,1,1,2008,1,1,"Adelaide Festival Centre, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da19788b538b73d9300b211,"Adelaide Festival Centre, Adelaide, SA",place,place,-34.9201639,138.5972922,"""Elizabeth Ryan""",4da1c23db538b73d930251b0,,,,
2007,1,1,2007,1,1,"Adelaide Festival Centre, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da19788b538b73d9300b211,"Adelaide Festival Centre, Adelaide, SA",place,place,-34.9201639,138.5972922,"""Elizabeth Ryan""",4da1c23db538b73d930251b0,,,,
,,,,,,"Red Poles Gallery, Mclaren Vale, South Australia",Australia,South Australia,Adelaide,5171,4da1c205b538b73d930251ad,"Red Poles Gallery, Mclaren Vale, SA",place,place,-35.2175985,138.5411437,"""Elizabeth Ryan""",4da1c221b538b73d930251ae,,,,
,,,,,,"Tandanya National Aboriginal Cultural Institute, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da194f7b538b73d930006f4,"Tandanya National Aboriginal Cultural Institute, Adelaide, SA",place,place,-34.923886,138.6104632,"""Elizabeth Ryan""",4da1c23db538b73d930251af,,,,
2007,1,1,2007,1,1,"Adelaide Festival Centre, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da19788b538b73d9300b211,"Adelaide Festival Centre, Adelaide, SA",place,place,-34.9201639,138.5972922,"""Glenda Richards""",4da1c25ab538b73d930251bf,,,,
2008,1,1,2008,1,1,"Adelaide Festival Centre, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da19788b538b73d9300b211,"Adelaide Festival Centre, Adelaide, SA",place,place,-34.9201639,138.5972922,"""Glenda Richards""",4da1c25ab538b73d930251bf,,,,
,,,,,,"Red Poles Gallery, Mclaren Vale, South Australia",Australia,South Australia,Adelaide,5171,4da1c205b538b73d930251ad,"Red Poles Gallery, Mclaren Vale, SA",place,place,-35.2175985,138.5411437,"""Glenda Richards""",4da1c25ab538b73d930251be,,,,
2007,1,1,2007,1,1,"Adelaide Festival Centre, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da19788b538b73d9300b211,"Adelaide Festival Centre, Adelaide, SA",place,place,-34.9201639,138.5972922,"""Allan Saunders""",4da1c559b538b73d93025809,,,,
2007,1,1,2007,1,1,"True Blue Gallery, Fremantle, Western Australia",Australia,Western Australia,Fremantle,6959,4da1bc83b538b73d930236e7,"True Blue Gallery, Fremantle, WA",place,place,-32.0560399,115.7471797,"""Christine Tschuna""",4da1c277b538b73d93025215,,,,
2006,1,1,2006,1,1,"New Land Gallery, Port Adelaide, South Australia",Australia,South Australia,Adelaide,5015,4da1c294b538b73d93025218,"New Land Gallery, Port Adelaide, SA",place,place,-34.8477448,138.5073616,"""Christine Tschuna""",4da1c294b538b73d93025219,,,,Port Adelaide
2004,1,1,2004,1,1,"National Archives, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da1c294b538b73d9302521a,"National Archives, Canberra, ACT",place,place,-35.3044906,149.1311864,"""Christine Tschuna""",4da1c294b538b73d9302521b,,,,
2007,1,1,2007,1,1,"Red Poles Gallery, Mclaren Vale, South Australia",Australia,South Australia,Adelaide,5171,4da1c205b538b73d930251ad,"Red Poles Gallery, Mclaren Vale, SA",place,place,-35.2175985,138.5411437,"""Christine Tschuna""",4da1c294b538b73d93025216,,,,
2008,1,1,2008,1,1,"Adelaide Festival Centre, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da19788b538b73d9300b211,"Adelaide Festival Centre, Adelaide, SA",place,place,-34.9201639,138.5972922,"""Christine Tschuna""",4da1c294b538b73d93025217,,,,
2006,1,1,2006,1,1,"Adelaide Festival Centre, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da19788b538b73d9300b211,"Adelaide Festival Centre, Adelaide, SA",place,place,-34.9201639,138.5972922,"""Christine Tschuna""",4da1c294b538b73d93025217,,,,
2007,1,1,2007,1,1,"Adelaide Festival Centre, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da19788b538b73d9300b211,"Adelaide Festival Centre, Adelaide, SA",place,place,-34.9201639,138.5972922,"""Christine Tschuna""",4da1c294b538b73d93025217,,,,
2008,1,1,2008,1,1,"Adelaide Festival Centre, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da19788b538b73d9300b211,"Adelaide Festival Centre, Adelaide, SA",place,place,-34.9201639,138.5972922,"""Mima Smart""",4da19788b538b73d9300b212,,,,
2008,1,1,2008,1,1,"Adelaide Festival Centre, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da19788b538b73d9300b211,"Adelaide Festival Centre, Adelaide, SA",place,place,-34.9201639,138.5972922,"""Katherine Queama""",4da19788b538b73d9300b212,,,,
2007,1,1,2007,1,1,"Adelaide Festival Centre, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da19788b538b73d9300b211,"Adelaide Festival Centre, Adelaide, SA",place,place,-34.9201639,138.5972922,"""Wanda Miller""",4da1c559b538b73d93025809,,,,
2007,1,1,2007,1,1,"Hart's Mill Precinct, Port Adelaide, South Australia",Australia,South Australia,Adelaide,5015,4da1c29db538b73d93025259,"Hart's Mill Precinct, Port Adelaide, SA",place,place,-34.8477448,138.5073616,"""Nikki Carabetta""",4da1c29db538b73d9302525a,,,,Port Adelaide
2008,1,1,2008,1,1,"Elderton Winery, Barossa Valley, South Australia",Australia,South Australia,,5355,4da1c296b538b73d93025251,"Elderton Winery, Barossa Valley, SA",place,place,-34.476639,138.995146,"""Nikki Carabetta""",4da1c29db538b73d93025252,,,,
2007,1,1,2007,1,1,"Prince Alfred College, Kent Town, South Australia",Australia,South Australia,Norwood Payneham St Peters,5067,4da1c296b538b73d9302524f,"Prince Alfred College, Kent Town, SA",place,place,-34.922685,138.61872,"""Nikki Carabetta""",4da1c296b538b73d93025250,,,,Kent Town
2008,1,1,2008,1,1,"Norwood Town Hall, Norwood, South Australia",Australia,South Australia,Norwood Payneham St Peters,5067,4da1c29db538b73d93025253,"Norwood Town Hall, Norwood, SA",place,place,-34.9272899,138.6279018,"""Nikki Carabetta""",4da1c29db538b73d93025254,,,,Norwood
2006,1,1,2006,1,1,"South Australian Museum, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da19606b538b73d93006c47,"South Australian Museum, Adelaide, SA",place,place,-34.9205897,138.6031085,"""Nikki Carabetta""",4da1c29db538b73d9302525b,,,,
2008,1,1,2008,1,1,"Adelaide City Council Town Hall, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da1c29db538b73d93025257,"Adelaide City Council Town Hall, Adelaide, SA",place,place,-34.9286212,138.5999594,"""Nikki Carabetta""",4da1c29db538b73d93025258,,,,
2008,1,1,2008,1,1,"Gallery M, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da1c29db538b73d93025255,"Gallery M, Adelaide, SA",place,place,-34.9286212,138.5999594,"""Nikki Carabetta""",4da1c29db538b73d93025256,,,,
2008,1,1,2008,1,1,"Raft Artspace, Darwin, Northern Territory",Australia,Northern Territory,Darwin,0800,4da1c2d6b538b73d930252bf,"Raft Artspace, Darwin, NT",place,place,-12.4628198,130.8417694,"""Bevan Thompson""",4da1c2d6b538b73d930252c0,,,,
1994,1,1,1994,1,1,"Goldfields Art Gallery, Kalgoorlie, Western Australia",Australia,Western Australia,Kalgoorlie/Boulder,6432,4da1c2f2b538b73d930252c5,"Goldfields Art Gallery, Kalgoorlie, WA",place,place,-30.7470155,121.4748548,"""Bevan Thompson""",4da1c30eb538b73d930252c6,,,,Kalgoorlie
2008,1,1,2008,1,1,"Gallery East, North Fremantle, Western Australia",Australia,Western Australia,Fremantle,6159,4da1c2d6b538b73d930252c1,"Gallery East, North Fremantle, WA",place,place,-32.0353993,115.753375,"""Bevan Thompson""",4da1c2d6b538b73d930252c2,,,,North Fremantle
2006,1,1,2006,1,1,"Goddard Delaware fiddes, West Perth, Western Australia",Australia,Western Australia,Perth,6005,4da1c2d6b538b73d930252c3,"Goddard de fiddes, West Perth, WA",place,place,-31.94882,115.8421203,"""Bevan Thompson""",4da1c2f2b538b73d930252c4,,,,West Perth
2003,1,1,2003,1,1,"Skepsi On Swanston, Melbourne, Victoria",Australia,Victoria,Melbourne,3010,4da1c2bab538b73d930252bd,"Skepsi On Swanston, Melbourne, VIC",place,place,-37.8054554,144.9631863,"""Bevan Thompson""",4da1c2d6b538b73d930252be,,,,
1990,1,1,1990,1,1,"Third Eye Centre, Glasgow, United Kingdom",United Kingdom,Scotland,Glasgow,G2 3DB,4da1c310b538b73d93025315,"Third Eye Centre, Glasgow, UK",place,place,55.8656274,-4.2572227,"""Karen Casey""",4da1c311b538b73d93025316,,,,
1999,1,1,1999,1,1,"S.H. Ervin Gallery, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1950db538b73d930011b6,"S.H. Ervin Gallery, Sydney, NSW",place,place,-33.861302,151.204458,"""Karen Casey""",4da1c311b538b73d9302531a,,,,
1989,1,1,1989,1,1,"Artspace, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19531b538b73d93002560,"Artspace, Sydney, NSW",place,place,-33.8689009,151.2070914,"""Karen Casey""",4da1c312b538b73d9302532e,,,,
