,0,1,2,3,Year
21,,Don Gallagher,Joanne Dowell,,1966
22,,Edna Garran-Brown,Portrait of an artist,,1966
23,,Hector Gilliland,Self-portrait,,1966
24,,Thomas Gleghorn,Louis James,,1966
25,,Pat Graham,Irvine Douglas,,1966
26,,Robert Greer,Miss Togo,,1966
27,/prizes/archibald/1966/16186/,Guy Grey-Smith,Self-portrait,,1966
28,,Henry Aloysius Hanke,Self-portrait,,1966
29,,David Harrison,"Dr JD Bollen, BA, PhD",,1966
30,,Newton Hedstrom,Lindsay Bryant,,1966
31,,Sali Herman,Self-portrait,,1966
32,,Graeme Inson,Valli,,1966
33,,Graeme Inson,Roderick Shaw,,1966
34,,Jean Isherwood,John Coburn,,1966
35,,Gareth Jones-Roberts,Alan Marshall,,1966
36,,Louis Kahan,Dr TS Gregory,,1966
37,,Garrett Kingsley,Self-portrait,,1966
38,,Michael Kmit,Eddy Batache,,1966
39,/prizes/archibald/1966/17030/,Lynette Lee,Roderick,,1966
40,,Vaike Liibus,Edwin Hodgeman,,1966
41,,Olive Long,Miss Nancy Salas,,1966
42,,Herbert McClintock,Captain Major,,1966
43,,Jocelyn Maughan,Lyndon Dadswell,,1966
44,,Vladas Meskenas,Michael Kmit,,1966
45,/prizes/archibald/1966/17578/,Lesley Moline,"John Thornett, MBE, BSc, BE",,1966
46,/prizes/archibald/1966/17590/,Jon Molvig,Charles Blackman,(Winner: Archibald Prize 1966),1966
47,/prizes/archibald/1966/17591/,Jon Molvig,Sir Charles Moses,,1966
48,,Arthur J Murch,Alan Ingham,,1966
49,,Meg Padgham,"John Casson, OBE",,1966
50,,Colin Parker,Lindsay Imbandarinja,,1966
51,,William Pidgeon,Mrs W Bunning,,1966
52,,William Pidgeon,"Professor Sir Philip Baxter, KBE, PhD",,1966
53,,Gwen Pratt,JF Fleming,,1966
54,,Clifton Pugh,Sir Macfarlane Burnet,,1966
55,/prizes/archibald/1966/18189/,David Rae,Esther Edmundsen,,1966
56,,David Rae,Valerie Maikus,,1966
57,,John Thomas Rigby,George Wallace,,1966
58,,Andrew Sibley,June Bronhill,,1966
59,/prizes/archibald/1966/18734/,Eric John Smith,Rodney Milgate,,1966
60,,Eric John Smith,Self-portrait,,1966
61,,Joshua Smith,Capt Neville Bruchauser,,1966
62,,Joshua Smith,"Sir George Currie, BScAgr, DSc, HonLLD, HonLittD",,1966
63,,Arnold St Claire,"Dr Maurice Pozniak, MB, BS",,1966
64,,C G Taylor,Robert D Fitzgerald,,1966
65,,Dora Toovey,"The Rev J Gray Robertson, OBE, BA, BD",,1966
66,,Thora Ungar,Sydney Ungar,,1966
67,,Douglas Watson,Roland Wakelin,,1966
68,,Dick Weight,Ward Austin,,1966
69,,Bryan Westwood,Mervyn Horton,,1966
70,,Reinis Zusters,Myself,,1966
0,,Ian Armstrong,William E Green (Weg),,1967
1,,Frederic Henry Bates,Alex Hood,,1967
2,,Peter Alan Bill,Reno,,1967
3,,William Geoffrey Boissevain,Robert Juniper,,1967
4,,Shirley Bourne,Kathlyn Ballard,,1967
5,/prizes/archibald/1967/15038/,Charles Bush,EA Douglas Watson,,1967
6,/prizes/archibald/1967/15058/,Jo Caddy,Lawrence Daws,,1967
7,,Jo Caddy,Self-portrait (chalk drawing),,1967
8,,Donald Cameron,Harold Blair,,1967
9,,Jack Carington Smith,"ED Hull, FRACS",,1967
10,/prizes/archibald/1967/15229/,Judy Cassab,Margo Lewers,(Winner: Archibald Prize 1967),1967
11,,Geoffrey Dance,Rosalie Dance,,1967
12,,Zoltan Feynes,Jim Buckley,,1967
13,,Henry Aloysius Hanke,Yvonne,,1967
14,,Weaver Hawkins,My mirror (tribute to late Professor Hey Groves),,1967
15,/prizes/archibald/1967/16518/,Nora Heysen,Miss Paul,,1967
16,,Pamela Houstein,Lindsay Churchland,,1967
17,,Graeme Inson,"Captain RJ Robertson, DSC, RAN (Ret'd)",,1967
18,,Molly Johnson,Colin Parker,,1967
19,,Robert Juniper,Rose Skinner,,1967
20,,Garrett Kingsley,The artist's wife,,1967
21,/prizes/archibald/1967/17031/,Lynette Lee,Ann,,1967
22,/prizes/archibald/1967/17090/,Vaike Liibus,Jim Macdougall,,1967
23,,Alan Martin,Rex Battarbee,,1967
24,,John V Maudson,Vicki,,1967
25,/prizes/archibald/1967/17290/,Jocelyn Maughan,Mr Philip Charley,,1967
26,/prizes/archibald/1967/17317/,Stuart Maxwell,Self-portrait,,1967
27,,Peter Fletcher Miller,Dr Max Upfal,,1967
28,,Robin Norling,Me,,1967
29,,Kevin Oxley,Self-portrait,,1967
30,/prizes/archibald/1967/18056/,William Pidgeon,"Dr JR Vickery, OBE",,1967
31,,Geoffrey Proud,Frank Watters,,1967
32,,Clifton Pugh,Professor AR Chisholm,,1967
33,,John Thomas Rigby,Mrs Jacqueline Morison,,1967
34,,Andrew Sibley,Judith Wright,,1967
35,,Eric John Smith,Tom Bass,,1967
36,,Joshua Smith,"Dave Hartwell, music lover",,1967
37,/prizes/archibald/1967/18823/,David Strachan,Kenneth Rowell,,1967
38,,Ann Thomson,Francis Evers,,1967
39,,Thora Ungar,John,,1967
40,,Bryan Westwood,Helen Blaxland,,1967
0,,Harold Abbott,"Gino Preziosa, II",,1968
1,,Auriel D Alford,"Mr Gordon Mackie, MLA",,1968
2,,Ian Armstrong,Barbara Brash,,1968
3,,George Arnold,Sir Robert Helpmann,,1968
4,/prizes/archibald/1968/14686/,Stanley Ballard,Lieutenant Bruce Fletcher (official war artist),,1968
5,,Esme Bell,The Hon Sir Leslie Herron,,1968
6,,William Geoffrey Boissevain,The artist's daughter (Daisy),,1968
7,,Mary Bonds,Richard,,1968
8,,Shirley Bourne,Brian Finemore,,1968
9,,Jean Margaret Brothers,Mr William Frater,,1968
10,,Ida Bruckhauser,Joshua Smith,,1968
11,,Ida Bruckhauser,John Hall,,1968
12,,William Burgess,George Johnston,,1968
13,,Charles Bush,Douglas Watson,,1968
14,/prizes/archibald/1968/15060/,Jo Caddy,"John Gaden, actor",,1968
15,/prizes/archibald/1968/15059/,Jo Caddy,Self-portrait,,1968
16,,Donald Cameron,Brigadier Francis Robert Burton,,1968
17,,Jack Carington Smith,Self-portrait,,1968
18,/prizes/archibald/1968/15230/,Judy Cassab,Mungo MacCallum,,1968
19,,Frederick P Chandler,Olivette Chandler,,1968
20,,Jane Maddocks Cohen,Mr Justice Begg,,1968
21,,Dorothy Cragg,Self-portrait,,1968
22,,George Crossley,Hugh Connolly,,1968
23,,William Degan,Michael Hirst,,1968
24,,William Degan,'The actor' - portrait of Roger Cox,,1968
25,,Jose de Koster,The sadness of woman I know. My mother as remembered.,,1968
26,,Roma de Wolff,Craig McGregor,,1968
27,,Victor Dove,"Desmond Kennard, BA",,1968
28,,Carolyn Louise Edwards,Ainslie Roberts,,1968
29,,Vy Elsom,"Dame Ngaio Marsh, DBE",,1968
30,,James Farrell,Boy in blue jeans,,1968
31,,Zoltan Feynes,Eve-Lynn,,1968
32,,Dorothy Fletcher,Dorothy Braund,,1968
33,,Don Gallagher,Ruth,,1968
34,,Edna Garran-Brown,Self-portrait,,1968
35,,Dorothy Gragg,Self-portrait,,1968
36,,Pat Graham,Rosemary Fenton,,1968
37,,Robert Greer,Arlene,,1968
38,,Henry Aloysius Hanke,"Jas R Jackson, FRAS",,1968
39,,Leonie Patricia Harman,Mr Robert Warnock,,1968
40,,David Harrison,Mr Mike Kitching,,1968
41,,David Harrison,Miss Shenna Buchanan,,1968
42,,Newton Hedstrom,Catherine,,1968
43,,Youlia Heffernan,Ann-Marie,,1968
44,,Renee Hefti,Shirley Harding,,1968
45,,Renee Hefti,Self-portrait,,1968
46,,Robert Wheeler Helsham,Kath,,1968
47,,Sali Herman,Self-portrait,,1968
48,,Irene Gladys Hill,"Professor KC Westfold, Monash University",,1968
49,,Timothy Ross Hobson,Desmond Noel Kennard,,1968
50,,Nonica Hoevenaars,Self-portrait,,1968
51,,Nonica Hoevenaars,George Malpas (watercolour),,1968
52,,Richard David Hopper,"Rt Hon Sir William McKell, GCMG, QC, Hon LlD Sydney",,1968
53,,Richard David Hopper,Dr SJ Minogue,,1968
54,,Patrina Houldsworth,Lois Simpson,,1968
55,,Graeme Inson,George Woodger,,1968
56,,Graeme Inson,"Alwynne Rowlands, OBE, VRD, FRCS, FRACS",,1968
57,,Gil Jamieson,Portrait of Errol B Joyce,,1968
58,,Hazel Johnson,The physicist,,1968
59,,Molly Johnson,Dr Gordon Rowell (President of Dental Institute),,1968
60,,Constance Jones,Old John,,1968
61,,Clement Charles Kennedy,"Gerard Kennedy, actor TV and stage",,1968
62,,J Noel Kilgour,"HG Gibbons, Esq",,1968
63,,Garrett Kingsley,Miss Vera M Adderley,,1968
64,,Joseph A Klimek,"Lyndon Dadswell, sculptor",,1968
65,,Michael Kmit,Camille Gheysens,,1968
66,,Mary Laing,"Freda Leslie BA, TV and radio broadcaster",,1968
67,,Mary Laing,Toyoko Ryo,,1968
68,,Silvia Lambert,Actor Lou Vernow,,1968
69,,Judy Lane,WJ Sinclair,,1968
70,,David Lawrance,Self-portrait,,1968
71,,Bernard Lawson,Self-portrait,,1968
72,,Vaike Liibus,Guy Warren,,1968
73,,Ennio Lucantonio,"Miss Dorothy Helmrich, OBE",,1968
74,,Sue McDougall,Elizabeth Prior,,1968
75,,Mary Elizabeth McLeish,Self-portrait,,1968
76,,Trevor Ernest McZilius,"Dr Ross M Dunn, MBE, MS (Aust), FRACS",,1968
77,,Joan Marks,Portrait of Billy Snedden,,1968
78,,Alan Martin,Sir Archibald Glenn,,1968
79,,John V Maudson,Vicki,,1968
80,,Stuart Maxwell,Self-portrait,,1968
81,,Vladas Meskenas,Lloyd Rees,,1968
82,,Martin Moorhouse,"Mr EW Beattie, MHA",,1968
83,,James F Morrell,Mr Gough Whitlam,,1968
84,,Joy Morrison,Roz,,1968
85,,Ross Morrow,Di Walder,,1968
86,,William Nancarrow,Dr Harry Windsor,,1968
87,,Robin Norling,Self-portrait in three acts,,1968
88,,Douglas Ferrier Norman,"Vice Admiral Sir John Collins, KBE, CB",,1968
89,,Douglas Ferrier Norman,Federal Member for Wilmot (Tas) and Federal Opposition Whip,,1968
90,,Shirley Mary O'Leary,Mrs John Armstrong,,1968
91,,Dick Ovenden,"George Slater, general secretary, Amalgamated Postal Workers Union of Australia",,1968
92,,Dick Ovenden,"Albert E Monk, president, ACTU (Australian Council of Trade Unions)",,1968
93,,Edwa Owen,Mrs Carina Doyle,,1968
94,,Meg Padgham,"John A Booth, MBBS (Melb)",,1968
95,,William Paes,Self-portrait,,1968
96,,William Paes,My daughter-in-law,,1968
97,,Miriam Genevieve Pantebre,"His Worship, Cr John F Staughton, JP",,1968
98,,Gabriel Pearl,Self-portrait,,1968
99,/prizes/archibald/1968/27891/,L Scott Pendlebury,Anne as Irena in ‘The three sisters’,,1968
100,,Frances Philip,"Professor Bernhard Neumann, FAA, FRS, Professor Hanna Neumann, and the Graeco-Latin Square",,1968
101,/prizes/archibald/1968/19641/,William Pidgeon,Lloyd Rees,(Winner: Archibald Prize 1968),1968
102,,William Pidgeon,Mr FJ Carberry,,1968
103,,Lesley Pockley,The Hon Leslie Bury MP,,1968
104,,Elizabeth Prior,Sue McDougall,,1968
105,,Clifton Pugh,"Dr Ian Turner, BA, LLB, PhD",,1968
106,,David Rae,Gilbert Whitley FRZS,,1968
107,,Tiiu Reissar,Darcy Dugan's portrait,,1968
108,,W Rice,Self-portrait,,1968
109,,Francis Edward Richardson,Self-portrait,,1968
110,,Arnold Riches,Self-portrait,,1968
111,,Naida Righi,Jean Isherwood,,1968
112,,Bernhard Rust,Wynn Roberts,,1968
113,,Hugh Sawrey,John Cooper,,1968
114,,Granville G Sayers,Mr Smith of Berowra,,1968
115,,Constance Scott,The Reverend F Lambert Carter,,1968
116,,Hans Selke,"The Honorable Mr Justice Sir Gordon Wallace, Acting Chief Justice",,1968
117,,Hans Selke,The Honorable Mr Justice LW Street,,1968
118,,Roderick Shaw,James Cant revisited,,1968
119,/prizes/archibald/1968/18526/,Garry Shead,Portrait of Michael Hobbs,,1968
120,,Andrew Sibley,John Brack,,1968
121,,Reg Slater,"Robyn, artist's daughter",,1968
122,/prizes/archibald/1968/18741/,Eric John Smith,Neville Gruzman,,1968
123,,Eric John Smith,John Olsen,,1968
124,/prizes/archibald/1968/18744/,Joshua Smith,Florence Broadhurst (artist),,1968
125,,Harold Smythe,"Professor Lloyd E Smythe, MSc, PhD, FRACI, Foundation Chair of Analytical Chemistry, University of NSW",,1968
126,,Alexander Robert Spensley,Self-portrait,,1968
127,,Jane Stapleford,John Fogarty,,1968
128,,Fotini Stoios,"Mr Frank Galbally, LLB (barrister)",,1968
129,,Phyl Stone,"Professor Beryl Nashar, BSc",,1968
130,,Geraldine Stride,Doctor,,1968
131,,Lillian Sutherland,Salvatore Zofrea,,1968
132,,C G Taylor,Shane,,1968
133,,Dora Toovey,Lady Cutler,,1968
134,,Norman H Trist,"RM Trist, FCA",,1968
135,,Norman H Trist,"V Aroney, BDS",,1968
136,,Thora Ungar,Stella,,1968
137,,Michael Voice,Baroness Von Sternberg,,1968
138,,Phyllis Paulina Waterhouse,Self-portrait,,1968
139,,Alfred A Watson,Gordon A Speary,,1968
140,,Lyn Woodger,"A Mellos, president of the Hellenic Soccer Club",,1968
0,,Andrea Andre,Max Bruch,,1969
1,/prizes/archibald/1969/14529/,Andrea Andre,Sabine Buehler,,1969
2,,Ian Armstrong,"The Most Rev Frank Woods, archbishop of Melbourne",,1969
3,/prizes/archibald/1969/14650/,Alan Baker,"Gordon Clowes, FRCS, FRACS",,1969
4,,Cameron Bannerman,Dora Toovey,,1969
5,,Cameron Bannerman,Roger Allen,,1969
6,/prizes/archibald/1969/14755/,Esme Bell,The Hon Sir Leslie Herron,,1969
7,,Charles Billich,Self-portrait,,1969
8,,Charles Billich,Mungo McCallum,,1969
9,,Shirley Bourne,Alan Martin,,1969
10,/prizes/archibald/1969/14871/,John Brack,Barry Humphries in the character of Mrs Everage,,1969
11,,Charles Bush,Self-portrait at 49,,1969
12,,Jo Caddy,Father Owen Farrell,,1969
13,,Jo Caddy,Professor Brian Medlin,,1969
14,,Donald Cameron,Kenneth Jack,,1969
15,,Donald Cameron,Jack Clarke,,1969
16,,Reg Campbell,John Laws,,1969
17,,Jack Carington Smith,Lyndon Dadswell,,1969
18,,Judy Cassab,Louis James,,1969
19,/prizes/archibald/1969/15460/,Ray Crooke,George Johnston,(Winner: Archibald Prize 1969),1969
20,,John Dowie,Bernard Hesling,,1969
21,,Dudley Drew,Edric Beer,,1969
22,,Douglas Dundas,"Rev Canon GG O'Keefe, OBE",,1969
23,,Vy Elsom,Self-portrait,,1969
24,,George Finey,Franco Belgiorno-Nettis,,1969
25,,Dorothy Fletcher,"Sir Henry Somerset, CBE",,1969
26,,Sam Fullbrook,Kenneth Pirrie,,1969
27,,Don Gallagher,Antoinette Prichard,,1969
28,,Edna Garran-Brown,Raymond Farly Thew,,1969
29,,Henry Aloysius Hanke,Unk White,,1969
30,,David Harrison,Dr JD Bollen,,1969
31,,E A Harvey,Margaret Throsby,,1969
32,,Newton Hedstrom,Marjory Penglase,,1969
33,,Newton Hedstrom,Self-portrait,,1969
34,,Graeme Inson,Rear-Admiral George Oldham,,1969
35,,Graeme Inson,Charles Hayes,,1969
36,,Jean Isherwood,EA Harvey,,1969
37,,Gil Jamieson,George Johnson,,1969
38,,Reginald Jerrold-Nathan,Miss Betty Archdale,,1969
39,,Molly Johnson,Dr A Gordon Rowell,,1969
40,,Robert Juniper,Rose Skinner,,1969
41,,Michael Kmit,Wallace Thornton,,1969
42,,Hartmut Lahm,John Cobley,,1969
43,,Valerie Lazarus,Kay Rodd,,1969
44,/prizes/archibald/1969/17032/,Lynette Lee,Christopher,,1969
45,,Vaike Liibus,Cyril Pearl,,1969
46,,Mary Elizabeth McLeish,Kenneth Jack,,1969
47,,Alan Martin,Miss Shirley Bourne,,1969
48,/prizes/archibald/1969/17291/,Anne Maughan,George Haynes,,1969
49,,Jocelyn Maughan,William Northam,,1969
50,,Arthur J Murch,Alexander Cann,,1969
51,,Meg Padgham,Angela Saba,,1969
52,/prizes/archibald/1969/18059/,William Pidgeon,Dorothy Pidgeon,,1969
53,,William Pidgeon,"Mr RGC Parry Okeden, CMG, CBE",,1969
54,,Clifton Pugh,John Olsen,,1969
55,/prizes/archibald/1969/18192/,David Rae,Leonie Taggart,,1969
56,/prizes/archibald/1969/18191/,David Rae,Brian Bertram,,1969
57,,Roderick Shaw,Destroyed portrait of Jack Miles,,1969
58,,Andrew Sibley,John Brack,,1969
59,,Mag Slater,William Frater,,1969
60,,Eric John Smith,Fred Williams,,1969
61,,Eric John Smith,Self-portrait,,1969
62,,Joshua Smith,Tom Macindoe,,1969
63,/prizes/archibald/1969/18889/,C G Taylor,Nora Heysen,,1969
64,,C G Taylor,Chris Woodman,,1969
65,,Michael John Taylor,Gina,,1969
66,,Dora Toovey,Senator Ken Anderson,,1969
67,,Dora Toovey,Miss Isolde Hill,,1969
68,,Thora Ungar,Self-portrait,,1969
69,,Steve Validic,Mr Alois Svihla,,1969
70,,Phyllis Paulina Waterhouse,Douglas Watson,,1969
0,/prizes/archibald/1970/14565/,Paul Atroshenko,Robert Wardrop,,1970
1,/prizes/archibald/1970/14651/,Alan Baker,Self-portrait,,1970
2,,John Brack,Ronald Millar,,1970
3,,Charles Bush,Alannah Coleman,,1970
4,,Jack Carington Smith,Lloyd Rees,,1970
5,/prizes/archibald/1970/15232/,Judy Cassab,Hal Missingham,,1970
6,/prizes/archibald/1970/15991/,Sam Fullbrook,Ernestine Hill,,1970
7,,Graeme Inson,"Hugh C Barry, BSc (Oxon), FRCS, FRACS",,1970
8,/prizes/archibald/1970/18060/,William Pidgeon,"Professor JJ Auchmuty, Vice-Chancellor, University of Newcastle",,1970
9,,Clifton Pugh,Dame Mabel Brookes,,1970
10,,John Thomas Rigby,Nevil Matthews,,1970
11,/prizes/archibald/1970/18588/,Andrew Sibley,Dr Ursula Hoff,,1970
12,/prizes/archibald/1970/18749/,Eric John Smith,Gruzman - architect,(Winner: Archibald Prize 1970),1970
13,,Bryan Westwood,Brian Dunlop at Ebenezer,,1970
14,,Margaret Woodward,Self-portrait with Britt,,1970
0,,Ian Armstrong,"Welkie Sutton, Australian bushman",,1971
1,,William Geoffrey Boissevain,Margaret Court,,1971
2,,Reg Campbell,Evonne Goolagong,,1971
3,,Peter Dorahy,"DJ Mahoney, MLA",,1971
4,/prizes/archibald/1971/16497/,Sali Herman,Self-portrait,,1971
5,,Graeme Inson,Ivy Shore,,1971
6,,Gareth Jones-Roberts,Portrait of Norma,,1971
7,,Michael Kmit,Dennis Colsey,,1971
8,,Nigel Murray-Harvey,Tom Gleghorn,,1971
9,/prizes/archibald/1971/18148/,Clifton Pugh,Sir John McEwen,(Winner: Archibald Prize 1971),1971
10,,Rollin Schlicht,Self-portrait,,1971
11,,Andrew Sibley,"Rt Hon Arthur Calwell, MHR",,1971
12,,Eric John Smith,John Olsen,,1971
13,,Lillian Sutherland,Salvatore Zofrea,,1971
14,,Margaret Woodward,Self-portrait,,1971
15,,Guido Zuliani,"R Just, artist",,1971
16,,Reinis Zusters,William Peascod,,1971
0,,Brian Agnew,Self-portrait,,1972
1,,Ian Armstrong,William Frater,,1972
2,,William Aylward,Graham Osborn,,1972
3,/prizes/archibald/1972/14652/,Alan Baker,John L Sever,,1972
4,,Shirley Bourne,Professor Geoffrey Blainey,,1972
5,/prizes/archibald/1972/14902/,Lance Bressow,"Mr Don Burrows, MBE",,1972
6,,Charles Bush,EA Douglas Watson,,1972
7,/prizes/archibald/1972/15042/,Charles Bush,R Seddon,,1972
8,,Donald Cameron,John Rowell,,1972
9,,Peter James Campbell,Terry Whelan: Olsonian pots,,1972
10,,Reg Campbell,"Sir Garfield Barwick, KCMG",,1972
11,/prizes/archibald/1972/15233/,Judy Cassab,Portrait of Professor Bruce Williams,,1972
12,,Kevin Connor,Portrait of Ray Crooke II,,1972
13,,Kevin Connor,Portrait of Ray Crooke I,,1972
14,,Joan Dent,Jan Gold,,1972
15,,Ruth Faerber,Sir Bernard Heinze,,1972
16,,Maximilian Feuerring,Self-portrait,,1972
17,/prizes/archibald/1972/15932/,Paul Fitzgerald,"Sir Henry Bolte, KCMG",,1972
18,,Edna Garran-Brown,Raymond Farly Thew,,1972
19,/prizes/archibald/1972/16228/,Noni Guthrie,Rosemary Wasser,,1972
20,,Henry Aloysius Hanke,"His Honour Judge AT Conybeare, QC",,1972
21,,Newton Hedstrom,"John Eldershaw, Esq",,1972
22,,Newton Hedstrom,Marjory Penglase,,1972
23,,Sali Herman,John Venour Dulhunty,,1972
24,,Irene Gladys Hill,Mr Gordon McInnes,,1972
25,/prizes/archibald/1972/16535/,Frank Hinder,Margel Hinder,,1972
26,,John Howley,Portrait of Georges Mora,,1972
27,,Graeme Inson,"Guthrie Wilson, MC",,1972
28,/prizes/archibald/1972/16669/,Graeme Inson,Tony Morphett,,1972
29,,Reginald Jerrold-Nathan,Self-portrait,,1972
30,,Michael Kmit,Michael Bartley,,1972
31,,Vaike Liibus,"The Hon EA Willis, MLA",,1972
32,,Herbert McClintock,Max Ebert,,1972
33,,Jocelyn Maughan,Portrait of Professor EG Waterhouse,,1972
34,,Betty C Morgan,Robert M de Lany,,1972
35,,Valda Morris,Self-portrait,,1972
36,,Marjory Penglase,Jeffrey Hedstrom,,1972
37,,W H Peperkamp,Portrait of RJW Selleck,,1972
38,/prizes/archibald/1972/18061/,William Pidgeon,Venita,,1972
39,,Lesley Pockley,The Honourable Sir Percy Spender,,1972
40,,John Proudfoot,Dr CD Throsby,,1972
41,/prizes/archibald/1972/18149/,Clifton Pugh,The Hon EG Whitlam,(Winner: Archibald Prize 1972),1972
42,,David Rae,Sue Walston,,1972
43,,David Rae,DC Green,,1972
44,,Aileen Rogers,Portrait of GM,,1972
45,,Eric John Smith,Studio self-portrait,,1972
46,/prizes/archibald/1972/18751/,Eric John Smith,Frank Watters,,1972
47,,Joshua Smith,"Brigadier RQ Macarthur-Stanham of Camden Park, Menangle",,1972
48,,Gunther Stopa,Sir Mark Oliphant,,1972
49,,C G Taylor,Greg Hyde,,1972
50,,Phyllis Paulina Waterhouse,Charles Bush and Douglas Watson,,1972
51,,Guido Zuliani,Portrait of Mr JT Lang,,1972
52,,Reinis Zusters,Portrait of Bill Pidgeon,,1972
0,,Ian Armstrong,Max Charlesworth,,1973
1,/prizes/archibald/1973/14699/,Coralie Barr,"Ethel Hayton, journalist",,1973
2,,William Geoffrey Boissevain,Rose Skinner,,1973
3,,Shirley Bourne,Professor AD Hope,,1973
4,,Charles Bush,Barry Jones MLA,,1973
5,,Jo Caddy,Chris Coventry,,1973
6,,Peter James Campbell,George Baldessin,,1973
7,,Reg Campbell,John Kelly,,1973
8,,Judy Cassab,Portrait of Orban,,1973
9,,Judy Cassab,Portrait of Olsen,,1973
10,,Peter Chapman,Laura,,1973
11,/prizes/archibald/1973/15383/,Kevin Connor,Albert Tucker,,1973
12,/prizes/archibald/1973/19579/,Janet Dawson,Michael Boddy,(Winner: Archibald Prize 1973),1973
13,,Joan Dent,James Maxwell,,1973
14,/prizes/archibald/1973/15827/,Gundars Eglentals,Lionel Long,,1973
15,,Maximilian Feuerring,Self-portrait,,1973
16,/prizes/archibald/1973/15973/,Helen French-Kennedy,AJ Grassby,,1973
17,,Don Gallagher,Gaye McDermott,,1973
18,,Edna Garran-Brown,Joanne Thew,,1973
19,/prizes/archibald/1973/16039/,Penelope Gilbert,"Mr Michael Somare, chief minister of Papua New Guinea",,1973
20,,Allan Hansen,Self-portrait,,1973
21,,Newton Hedstrom,Self-portrait,,1973
22,/prizes/archibald/1973/16469/,John Henshaw,Frank Hinder,,1973
23,/prizes/archibald/1973/16519/,Nora Heysen,Hottie Lahm,,1973
24,,Graeme Inson,Alderman Sir Emmett McDermott as lord mayor of Sydney,,1973
25,/prizes/archibald/1973/16672/,Graeme Inson,"BH Travers, OBE, BA (Syd), MA, BLitt (Oxon)",,1973
26,,Jean Isherwood,Roy Fluke,,1973
27,/prizes/archibald/1973/16793/,Louis Kahan,Professor Harry Messel,,1973
28,,Robert Lassau,Ma Craydon o' the Rocks,,1973
29,/prizes/archibald/1973/17033/,Lynette Lee,Sheila Raphael,,1973
30,/prizes/archibald/1973/17094/,Vaike Liibus,Stan de Teliga,,1973
31,,Vaike Liibus,"The Hon Sir Percy Spender, KEVO, KBE, Kt StJ, QC",,1973
32,,Lance McNeill,"Graham Perkin, editor-in-chief, The Age newspaper, Melbourne",,1973
33,,John V Maudson,John Hannes,,1973
34,,Jocelyn Maughan,Dr Hastings Willis,,1973
35,,Vladas Meskenas,Elwyn Lynn,,1973
36,,Robin Norling,Husband and wipe,,1973
37,,Edwa Owen,Mrs Estelle Wakelin,,1973
38,,L Scott Pendlebury,Max Jost,,1973
39,,James Grainger Phillips,Unk White,,1973
40,,Lesley Pockley,"Hugh Paget, OBE, MA (Oxon)",,1973
41,,Ralph Podolski,"Mr JW Mcmillan, BSc, BEd, MEngSc, MA, registrar, the New South Wales Institute of Technology",,1973
42,,Clifton Pugh,Playwright David Williamson,,1973
43,,John Thomas Rigby,Lady Cilento (Medical Mother),,1973
44,,Thea Rutledge,"Portrait of Jack Pritchett, past commodore, Royal Prince Alfred Yacht Club",,1973
45,,Andrew Sibley,Rodney Hall,,1973
46,/prizes/archibald/1973/18755/,Eric John Smith,"Rudy Komon, OBE",,1973
47,,Eric John Smith,Patrick White,,1973
48,,Joshua Smith,"Ian F Potts, FRCS",,1973
49,,Sylvia Tiarks,Self-portrait,,1973
50,,Loola Uannw,William Anderson,,1973
51,,Richard Zmija,Self-portrait,,1973
52,,Reinis Zusters,Rolf Harris,,1973
0,,Max Angus,"Rita Streich, soprano",,1974
1,,Ian Armstrong,Professor JS Turner,,1974
2,,Shirley Bourne,Dr Bill Glanville Cook,,1974
3,,Charles Bush,Miss Phyl Waterhouse,,1974
4,,Reg Campbell,Deryck Barnes,,1974
5,,Tom Carment,Hommage a Norm Braithwaite,,1974
6,,Judy Cassab,John Olsen,,1974
7,,Judy Cassab,Barbara Blackman,,1974
8,,Kevin Connor,Albert Tucker,,1974
9,,Ronald William Crawford,Reshid Bey,,1974
10,,Jacqueline Dabron,Jean Isherwood,,1974
11,/prizes/archibald/1974/19356/,Roma de Wolff,Tom Thompson,,1974
12,/prizes/archibald/1974/15842/,Peter Bowers Elliott,Thomas Keneally,,1974
13,,Ruth Faerber,Prismatic self-portrait,,1974
14,/prizes/archibald/1974/15992/,Sam Fullbrook,Jockey Norman Stephens,(Winner: Archibald Prize 1974),1974
15,,Edna Garran-Brown,"Betty Archdale, MBE, BA, ILM",,1974
16,/prizes/archibald/1974/16430/,Newton Hedstrom,Mrs WH Patterson,,1974
17,,Kevin Hegarty,"Sir Henry Bolte, GCMG, KCMG",,1974
18,,Sali Herman,Daniel Thomas,,1974
19,,Sali Herman,Richard Scheinberg,,1974
20,,John Howley,"Vi Greenhalf, Channel 9",,1974
21,,Hughes Glen,Rose Blanche Hughes,,1974
22,,Greg Hyde,Donald McLean,,1974
23,/prizes/archibald/1974/16673/,Graeme Inson,Douglas Lamb,,1974
24,,Graeme Inson,WA Wood,,1974
25,,Keith Looby,Rupert Lockwood,,1974
26,,Jane Lyons,"Margaret O'Brien, photographer, feminist",,1974
27,,Lance McNeill,"Philip Carrington, violinist",,1974
28,,David Ryley Marshall,Sculptor Bob Jenyns,,1974
29,,Robin Norling,I prefer children in the abstract (portrait of the artist's daughter),,1974
30,,L Scott Pendlebury,Starless and bible black,,1974
31,,Lesley Pockley,RV Pockley,,1974
